Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Total Assets of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6308.40,6219.30,6086.60,6002.50,5918.60,5822.30,5719.60,5624.70,5518.40,5390.10,5297.60,,6233.10,6157.70,6007.10,5853.80,5698.90,5573.20,5466.50,5340.00,5373.50,5248.50,5135.40,,5880.40,5676.40,5515.80,5416.80,5291.90,5194.60,5071.00,4937.80,4816.00,4683.70,4628.80,
Total Assets of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.4,4.5,5.4,5.4,5.2,6.0,5.3,5.2,5.4,6.0,,4.8,3.6,3.8,4.8,5.9,6.7,7.0,7.3,6.6,6.8,7.3,,9.3,12.1,12.6,11.6,11.3,10.8,11.6,11.6,11.0,11.7,11.7,
Total Assets of Manufacture of Furniture month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5934.60,5839.40,5763.30,5655.50,5564.30,5467.20,5403.30,5177.10,5070.00,4986.70,4861.80,,5416.60,5262.50,5143.70,5015.00,4935.50,4827.90,4769.20,4707.20,4690.20,4589.20,4535.60,,5013.20,4931.50,4847.90,4761.70,4667.90,4561.40,4515.40,4416.50,4366.70,4299.50,4299.60,
Total Assets of Manufacture of Furniture The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5390.10,5296.90,5205.50,5097.40,5012.80,4885.50,4824.60,4699.50,4633.10,4519.00,4452.40,,4934.80,4833.00,4732.40,4651.10,4560.90,4451.60,4379.10,4307.60,4322.30,4246.50,4217.90,,4570.70,4499.80,4427.40,4345.50,4265.10,4160.50,4103.60,4018.00,3931.90,3838.00,3839.60,
Total Assets of Manufacture of Furniture Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,10.2,10.7,10.9,11.0,11.9,12.0,10.2,9.4,10.3,9.2,,9.8,8.9,8.7,7.8,8.2,8.5,8.9,9.3,8.5,8.1,7.5,,9.7,9.6,9.5,9.6,9.4,9.6,10.0,9.9,11.1,12.0,12.0,
Total Assets of Manufacture of Paper and Paper Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14575.80,14777.70,14767.40,14633.60,14501.10,14350.30,14219.10,14130.60,13962.70,13782.60,13634.00,,14209.70,14161.00,14086.30,13863.60,13785.90,13678.40,13774.00,13636.00,13621.00,13429.60,13285.60,,14024.10,13933.50,13786.20,13650.10,13520.80,13360.10,13033.10,12888.30,12788.60,12699.60,12782.00,
Total Assets of Manufacture of Paper and Paper Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13863.30,13872.40,13882.90,13744.30,13692.00,13556.60,13643.00,13575.30,13494.70,13283.70,13151.60,,13910.30,13837.50,13688.30,13512.50,13403.60,13239.00,13032.90,12907.80,12911.40,12826.00,12722.90,,13257.30,13132.40,13036.40,12937.70,12896.30,12799.10,12544.90,12475.70,12356.90,12175.80,12320.90,
Total Assets of Manufacture of Paper and Paper Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,6.5,6.4,6.5,5.9,5.9,4.2,4.1,3.5,3.8,3.7,,2.2,2.3,2.9,2.6,2.9,3.3,5.7,5.6,5.5,4.7,4.4,,5.8,6.1,5.8,5.5,4.8,4.4,3.9,3.3,3.5,4.3,3.7,
Total Assets of Printing Reproduction of Recording Media month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6040.20,6020.20,5947.20,5858.30,5797.50,5706.30,5655.50,5477.00,5445.60,5366.80,5248.40,,5759.80,5632.80,5497.60,5395.60,5310.40,5242.10,5189.60,5138.90,5116.30,5079.80,4969.70,,5380.40,5311.50,5233.10,5166.50,5076.00,4999.80,4911.30,4814.80,4724.10,4669.90,4667.10,
Total Assets of Printing Reproduction of Recording Media The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5817.30,5750.20,5635.40,5567.00,5483.70,5418.90,5355.70,5195.20,5148.70,5104.40,4983.90,,5540.90,5448.50,5346.40,5271.50,5167.10,5084.20,5029.20,4898.30,4843.20,4781.30,4661.60,,5019.50,4962.00,4871.70,4805.60,4738.90,4688.00,4580.20,4508.40,4438.50,4367.50,4396.70,
Total Assets of Printing Reproduction of Recording Media Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.7,5.5,5.2,5.7,5.3,5.6,5.4,5.8,5.1,5.3,,4.0,3.4,2.8,2.4,2.8,3.1,3.2,4.9,5.6,6.2,6.6,,7.2,7.0,7.4,7.5,7.1,6.7,7.2,6.8,6.4,6.9,6.2,
Total Assets of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9183.70,9330.50,9172.40,9052.60,8879.30,8695.60,8585.80,8447.50,8311.60,8120.20,7978.30,,8860.50,8687.30,8500.50,8320.70,8182.00,8067.30,7940.20,7728.50,7631.60,7493.50,7369.20,,8079.00,7879.70,7669.00,7569.10,7473.30,7320.50,7369.60,7355.60,7289.90,7250.00,6915.10,
Total Assets of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8642.20,8620.70,8522.90,8371.50,8209.00,8078.10,8007.20,7844.40,7730.90,7574.50,7424.90,,8298.80,8130.90,7920.50,7825.90,7729.80,7600.50,7456.00,7349.70,7349.40,7289.20,7112.40,,7579.60,7623.00,7444.60,7134.20,6922.00,6800.50,6831.50,6714.10,6587.20,6445.20,6163.60,
Total Assets of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,8.2,7.6,8.1,8.2,7.6,7.2,7.7,7.5,7.2,7.5,,6.8,6.8,7.3,6.3,5.9,6.1,6.5,5.2,3.8,2.8,3.6,,6.6,3.4,3.0,6.1,8.0,7.6,7.9,9.6,10.7,12.5,12.2,
Total Assets of Processing of Petroleum Coking and Processing of Nuclear Fuel month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28312.40,28290.40,27697.90,27419.90,26874.00,26622.20,26548.10,26648.30,26457.70,26076.60,25824.10,,25849.20,25661.00,25331.90,25010.70,24752.40,24753.20,24546.60,24272.60,24208.60,24083.20,23605.60,,24172.70,24305.50,24246.70,24054.40,24068.60,24020.80,23940.40,23865.70,23708.30,23531.50,23224.60,
Total Assets of Processing of Petroleum Coking and Processing of Nuclear Fuel The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25909.50,25660.50,25350.20,25161.50,24980.50,24922.20,24722.60,24401.70,24275.10,23940.00,23660.00,,24322.90,24457.70,24370.80,24257.10,24115.30,24068.20,24108.80,24219.70,24109.50,24011.00,23700.10,,24290.70,24368.90,24268.50,24128.30,24066.10,23944.70,23789.70,23653.90,23577.60,23279.90,23098.80,
Total Assets of Processing of Petroleum Coking and Processing of Nuclear Fuel Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,10.2,9.3,9.0,7.6,6.8,7.4,9.2,9.0,8.9,9.1,,6.3,4.9,3.9,3.1,2.6,2.8,1.8,0.2,0.4,0.3,-0.4,,-0.5,-0.3,-0.1,-0.3,0.0,0.3,0.6,0.9,0.6,1.1,0.5,
Total Assets of Manufacture of Raw Chemical Materials and Chemical Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78808.00,79098.30,78469.40,77821.60,76529.30,75999.00,75270.30,75471.50,75093.40,74342.80,72806.50,,75679.60,75108.80,73675.50,73215.80,72412.80,71777.30,71464.80,70838.20,70401.00,69708.90,68720.50,,71647.60,71358.70,70401.40,69700.60,69332.40,68455.90,68329.80,67352.90,66628.60,66082.40,65325.60,
Total Assets of Manufacture of Raw Chemical Materials and Chemical Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73979.20,73951.30,73052.00,72686.90,72137.60,71514.80,71217.00,71083.70,70438.40,69702.70,68193.30,,71552.10,71388.30,70115.20,69694.10,69305.60,68685.30,68556.50,67604.40,67232.80,66615.80,65779.50,,67807.00,67470.00,66440.40,65839.60,65256.00,64258.40,63500.10,62754.00,61758.10,61028.00,60256.10,
Total Assets of Manufacture of Raw Chemical Materials and Chemical Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,7.0,7.4,7.1,6.1,6.3,5.7,6.2,6.6,6.7,6.8,,5.8,5.2,5.1,5.1,4.5,4.5,4.2,4.8,4.7,4.6,4.5,,5.7,5.8,6.0,5.9,6.2,6.5,7.6,7.3,7.9,8.3,8.4,
Total Assets of Manufacture of Medicines month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31053.00,30681.10,30412.10,29892.80,29592.00,29468.90,29380.70,28925.70,28670.60,28344.50,27814.00,,28548.00,27993.70,27462.00,27086.50,26617.10,26091.80,25932.00,25440.50,25174.10,24857.70,24266.30,,24545.40,24212.40,23837.80,23425.70,23019.00,22767.70,22424.70,22128.90,21774.30,21576.10,21122.30,
Total Assets of Manufacture of Medicines The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28020.60,27587.60,27304.00,26973.60,26709.80,26196.70,25987.80,25481.80,25173.10,24884.40,24274.40,,24779.30,24439.60,24021.10,23641.60,23243.10,22982.60,22682.90,22364.20,22096.60,21875.30,21313.30,,21616.00,21256.90,20860.50,20515.00,20090.30,19812.20,19590.50,19206.70,18948.70,18712.20,18306.20,
Total Assets of Manufacture of Medicines Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,11.2,11.4,10.8,10.8,12.5,13.1,13.5,13.9,13.9,14.6,,15.2,14.5,14.3,14.6,14.5,13.5,14.3,13.8,13.9,13.6,13.9,,13.6,13.9,14.3,14.2,14.6,14.9,14.5,15.2,14.9,15.3,15.4,
Total Assets of Manufacture of Chemical Fibers month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7380.90,7534.10,7447.90,7469.60,7420.90,7331.80,7316.20,7132.40,7061.60,6962.00,6760.10,,7045.30,6892.90,6844.50,6608.90,6585.90,6531.00,6511.00,6491.70,6478.80,6428.30,6228.50,,6766.60,6728.00,6683.70,6665.20,6643.80,6577.70,6527.30,6421.80,6291.50,6192.00,6176.10,
Total Assets of Manufacture of Chemical Fibers The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6940.20,6957.30,6936.80,6918.20,6894.90,6840.10,6774.20,6681.40,6654.90,6602.20,6469.50,,6866.30,6822.10,6776.70,6526.20,6516.10,6453.40,6447.30,6381.80,6352.30,6343.90,6136.90,,6509.00,6498.50,6442.90,6423.90,6361.30,6312.80,6295.90,6237.20,6163.10,6034.30,6022.60,
Total Assets of Manufacture of Chemical Fibers Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,8.3,7.4,8.0,7.6,7.2,8.0,6.8,6.1,5.4,4.5,,2.6,1.0,1.0,1.3,1.1,1.2,1.0,1.7,2.0,1.3,1.5,,4.0,3.5,3.7,3.8,4.4,4.2,3.7,3.0,2.1,2.6,2.5,
Total Assets of Manufacture of Rubber and Plastics month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23524.30,23575.40,23330.20,22998.10,22830.40,22577.20,22317.60,21983.20,21672.20,21325.30,21055.30,,22380.40,22081.80,21722.70,21434.90,21170.60,20871.60,20808.90,20539.20,20456.00,20155.70,19783.80,,21297.30,21123.80,20834.40,20621.90,20269.30,19978.80,19892.90,19560.00,19256.80,19017.20,18872.10,
Total Assets of Manufacture of Rubber and Plastics The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21937.10,21846.00,21613.10,21369.70,21215.30,20930.10,20842.80,20497.30,20242.80,19901.30,19673.50,,21216.90,21021.10,20715.70,20507.30,20188.30,19907.10,19775.40,19400.70,19291.10,19026.00,18662.10,,19974.80,19666.50,19304.40,19039.80,18789.40,18598.50,18443.40,18080.70,17837.20,17448.00,17288.50,
Total Assets of Manufacture of Rubber and Plastics Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.9,7.9,7.6,7.6,7.9,7.1,7.2,7.1,7.2,7.0,,5.5,5.0,4.9,4.5,4.9,4.8,5.2,5.9,6.0,5.9,6.0,,6.6,7.4,7.9,8.3,7.9,7.4,7.9,8.2,8.0,9.0,9.2,
Total Assets of Manufacture of Non-metallic Mineral Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52285.50,52436.30,52139.30,51598.70,50829.30,50161.70,49456.40,48767.90,47990.10,46971.40,46186.70,,50357.00,49912.30,49152.60,48462.10,47780.90,47115.60,46558.80,45892.40,45568.60,44765.40,44161.00,,49162.80,48606.40,48128.90,47505.60,46854.80,46158.20,45667.40,44955.80,44189.50,42762.80,42611.90,
Total Assets of Manufacture of Non-metallic Mineral Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49519.50,49560.50,48987.40,48455.40,47935.60,47202.20,46626.60,45946.10,45215.80,44415.80,43756.20,,48387.00,47801.80,47229.30,46624.20,45928.30,45212.60,44656.70,44011.40,43745.30,42889.90,42061.00,,45613.60,45175.80,44454.20,43818.10,43051.20,42432.10,41776.20,40957.80,40274.10,39306.20,39436.50,
Total Assets of Manufacture of Non-metallic Mineral Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.8,6.4,6.5,6.0,6.3,6.1,6.1,6.1,5.8,5.6,,4.1,4.4,4.1,3.9,4.0,4.2,4.3,4.3,4.2,4.4,5.0,,7.8,7.6,8.3,8.4,8.8,8.8,9.3,9.8,9.7,8.8,8.1,
Total Assets of Smelting and Pressing of Ferrous Metals month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63818.00,64962.60,64710.10,64792.70,64633.20,64062.10,64008.60,64176.80,64056.10,63677.10,62469.10,,64445.10,64036.90,63172.30,62755.20,62682.20,62308.30,62151.50,62029.00,61865.60,61550.40,61133.40,,65546.50,66335.70,65784.70,65504.70,65592.50,64890.80,64533.10,64087.30,63843.80,63352.90,63263.80,
Total Assets of Smelting and Pressing of Ferrous Metals The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62300.20,62638.20,61680.10,62008.10,61965.20,61614.10,61561.60,61794.80,61143.00,60957.10,60770.30,,63798.70,64618.50,64201.60,63950.70,64051.70,63764.10,63256.10,62580.80,62940.60,62420.20,62361.40,,64662.00,64768.20,64491.50,63714.30,63353.40,62764.80,62852.80,62678.60,62103.70,62086.10,61300.80,
Total Assets of Smelting and Pressing of Ferrous Metals Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3.7,4.9,4.5,4.3,4.0,4.0,3.9,4.8,4.5,2.8,,1.0,-0.9,-1.6,-1.9,-2.1,-2.3,-1.7,-0.9,-1.7,-1.4,-2.0,,1.4,2.4,2.0,2.8,3.5,3.4,2.7,2.2,2.8,2.0,3.2,
Total Assets of Smelting and Pressing of Non-Ferrous Metals month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41601.20,42122.00,42045.40,41651.20,41153.00,40649.40,40383.70,39888.10,39412.70,39020.10,38442.10,,40037.20,39868.10,38831.90,38326.30,38082.20,37639.10,37438.30,37026.70,37038.20,36611.50,36085.60,,37325.00,37649.60,37415.20,37143.50,36703.80,36333.80,35914.80,35654.60,35195.60,34912.10,34432.00,
Total Assets of Smelting and Pressing of Non-Ferrous Metals The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38946.90,39269.50,38491.50,38120.90,37754.80,37376.40,37274.10,37045.20,36764.10,36346.60,36008.40,,37069.20,37375.80,37125.10,36863.10,36411.50,36077.30,35580.50,35637.00,35339.90,34919.00,34313.30,,35651.60,35583.00,35138.10,34786.50,34380.60,34164.40,33803.90,33444.70,32941.00,32541.70,32177.30,
Total Assets of Smelting and Pressing of Non-Ferrous Metals Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,7.3,9.2,9.3,9.0,8.8,8.3,7.7,7.2,7.4,6.8,,8.0,6.7,4.6,4.0,4.6,4.3,5.2,3.9,4.8,4.8,5.2,,4.7,5.8,6.5,6.8,6.8,6.3,6.2,6.6,6.8,7.3,7.0,
Total Assets of Manufacture of Metal Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26190.20,26395.00,26236.90,26153.20,25893.60,25504.50,25157.40,24752.40,24412.90,24046.60,23924.60,,25970.70,25441.90,25048.80,24669.80,24268.00,23893.00,23637.50,23459.60,23415.40,23001.50,22703.30,,24682.10,24367.70,24024.40,23706.20,23476.90,23081.00,22730.20,22409.10,22072.90,21696.90,21456.00,
Total Assets of Manufacture of Metal Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24983.60,24906.10,24595.60,24336.20,24008.20,23632.70,23382.60,23037.10,22720.60,22326.10,22155.30,,24373.60,23916.10,23610.50,23334.40,23117.70,22746.30,22447.60,22298.70,22280.00,21821.20,21491.30,,23146.70,22764.20,22327.90,21983.10,21692.00,21307.60,20903.90,20415.50,20082.30,19651.50,19541.60,
Total Assets of Manufacture of Metal Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6.0,6.7,7.5,7.9,7.9,7.6,7.4,7.4,7.7,8.0,,6.6,6.4,6.1,5.7,5.0,5.0,5.3,5.2,5.1,5.4,5.6,,6.6,7.0,7.6,7.8,8.2,8.3,8.7,9.8,9.9,10.4,9.8,
Total Assets of Manufacture of General Purpose Machinery month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44075.80,44123.70,43857.50,43300.60,43063.50,42657.90,42314.80,41845.70,41324.30,40737.60,39975.50,,42933.00,42328.60,41511.10,41245.80,40823.50,40329.60,39855.70,39519.00,39871.10,39366.10,38880.50,,41206.10,40771.10,40161.30,39734.50,39252.50,38890.20,38237.30,37762.00,37333.20,36277.10,36072.20,
Total Assets of Manufacture of General Purpose Machinery The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41370.30,41154.50,40850.70,40654.60,40247.50,39839.10,39347.90,39093.10,38621.00,38068.60,37553.50,,40439.10,39985.60,39293.00,38843.80,38380.30,38008.20,37826.70,37373.50,37856.20,37292.40,36909.60,,38960.70,38561.80,38099.80,37741.20,37340.20,36904.20,36162.70,35661.80,35216.50,33928.00,33580.20,
Total Assets of Manufacture of General Purpose Machinery Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,7.2,7.4,6.5,7.0,7.1,7.5,7.0,7.0,7.0,6.4,,6.2,5.9,5.6,6.2,6.4,6.1,5.4,5.7,5.3,5.6,5.3,,5.8,5.7,5.4,5.3,5.1,5.4,5.7,5.9,6.0,6.9,7.4,
Total Assets of Manufacture of Special Purpose Machinery month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39445.50,38253.90,38146.60,37812.30,37247.20,36925.80,36757.10,36901.30,36509.50,36117.20,35459.10,,37286.70,36638.00,36034.50,35697.80,35477.20,34843.10,34679.10,34103.20,33643.60,33407.00,33038.50,,34346.00,33995.60,33645.20,33331.90,33059.60,32745.90,33024.10,32492.50,32139.00,31837.10,31651.20,
Total Assets of Manufacture of Special Purpose Machinery The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35833.80,35568.70,35324.00,34965.60,34604.50,34008.50,33838.20,34243.60,33908.30,33567.00,33106.30,,34753.80,34356.50,33949.10,33616.60,33396.00,33041.60,32796.60,32279.80,31831.70,31472.70,30981.60,,32693.10,32402.80,31922.40,31685.00,31306.00,30986.60,31186.40,30836.80,30266.30,29769.10,29419.40,
Total Assets of Manufacture of Special Purpose Machinery Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,7.5,8.0,8.1,7.6,8.6,8.6,7.8,7.7,7.6,7.1,,7.3,6.6,6.1,6.2,6.2,5.5,5.7,5.6,5.7,6.1,6.6,,5.1,4.9,5.4,5.2,5.6,5.7,5.9,5.4,6.2,6.9,7.6,
Total Assets of Manufacture of Automobiles month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75057.70,74084.40,72598.80,71233.00,69879.80,69036.00,68458.60,68184.00,68198.50,67457.00,66205.90,,67310.20,66121.60,64157.80,62605.40,60687.30,59920.00,59975.60,60028.80,59866.80,59016.70,57464.40,,57882.10,57189.90,55340.40,53951.50,53295.80,53296.40,53864.40,53902.70,53227.80,52725.60,51544.60,
