Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Total Profits of Processing of Food from Agricultural Products Accumulated Growth Rate(%),9.0,2.0,-7.3,,-11.0,-11.8,-16.5,-15.1,-26.0,-32.6,-33.2,-39.5,-36.3,-18.4,-6.3,,0.2,-0.5,-1.0,-7.5,-7.9,-7.5,-6.8,-8.3,-10.2,-22.9,-29.4,,-9.2,-7.2,-10.0,-7.1,-4.0,0.7,5.4,11.0,16.6,28.9,45.8,,5.9,8.9,14.6,16.7,17.7,20.1,14.8,19.0,20.0,11.2,2.2,,3.9,8.3,5.1,3.5,2.5,0.9,-2.0,-3.7,-4.9,-4.7,-5.5,,5.6,2.3,1.9,2.3,2.4,1.4,2.2,1.3,2.1,1.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Foods Accumulated(100 million yuan),587.50,460.40,285.10,,1666.80,1466.40,1313.90,1179.70,1023.40,881.80,772.50,657.90,527.40,417.40,268.70,,1797.90,1576.50,1432.00,1255.10,1108.60,968.50,845.50,709.30,572.60,441.40,289.00,,1653.50,1435.50,1275.20,1144.50,997.70,883.50,785.00,648.90,523.30,394.90,261.40,,1791.40,1585.90,1441.20,1316.90,1150.90,967.10,801.20,628.80,456.80,286.60,168.30,,1670.40,1479.00,1301.40,1166.00,1034.30,890.40,770.10,646.70,529.10,399.40,254.70,,1552.20,1339.30,1214.20,1085.80,972.70,850.60,754.40,618.00,510.90,399.10,272.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Foods Accumulated The Same Period of Previous Year(100 million yuan),516.10,387.50,246.30,,1599.00,1434.50,1313.00,1154.70,1019.40,887.60,773.40,661.30,541.30,437.30,289.90,,1670.70,1453.90,1284.40,1146.30,999.60,881.90,780.50,644.00,516.90,389.60,257.30,,1655.50,1460.60,1321.10,1151.60,987.60,845.90,711.00,558.00,410.10,259.70,155.20,,1683.30,1496.40,1310.60,1176.60,1038.30,891.50,770.20,645.00,524.80,394.60,253.20,,1530.50,1331.30,1197.50,1045.90,919.00,776.70,678.30,551.40,449.40,336.00,229.00,,1463.40,1246.90,1132.10,1016.40,916.40,795.10,715.50,599.90,484.50,366.20,242.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Foods Accumulated Growth Rate(%),13.8,18.8,15.8,,4.2,2.2,0.1,2.2,0.4,-0.7,-0.1,-0.5,-2.6,-4.6,-7.3,,7.6,8.4,11.5,9.5,10.9,9.8,8.3,10.1,10.8,13.3,12.3,,-0.1,-1.7,-3.5,-0.6,1.0,4.4,10.4,16.3,27.6,52.1,68.4,,6.4,6.0,10.0,11.9,10.8,8.5,4.0,-2.5,-13.0,-27.4,-33.5,,9.1,11.1,8.7,11.5,12.5,14.6,13.5,17.3,17.7,18.9,11.2,,6.1,7.4,7.3,6.8,6.1,7.0,5.4,3.0,5.4,9.0,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Wine Beverages and Refined Tea Accumulated(100 million yuan),1016.00,864.30,553.80,,3110.00,2755.80,2613.90,2465.80,1808.60,1597.80,1431.30,1107.90,954.20,814.70,518.10,,3116.30,2811.30,2634.70,2488.50,2231.60,2004.90,1822.50,1073.30,897.30,736.40,511.90,,2643.70,2304.40,2157.00,2013.60,1809.50,1624.10,1435.80,1138.70,954.80,767.50,494.70,,2414.00,2080.20,1906.40,1759.10,1444.80,1272.50,1108.10,823.80,688.20,534.90,299.50,,2216.60,1976.50,1840.20,1714.00,1478.10,1313.80,1170.40,936.50,779.10,623.50,402.10,,2094.30,1783.50,1658.50,1547.20,1327.80,1192.90,1070.20,853.50,709.70,563.40,360.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Wine Beverages and Refined Tea Accumulated The Same Period of Previous Year(100 million yuan),934.70,778.00,484.80,,2867.60,2598.20,2460.30,2335.80,2103.20,1887.40,1719.10,993.90,854.70,717.80,505.80,,2650.10,2314.30,2168.60,2027.60,1815.10,1673.00,1506.30,887.30,742.00,586.30,386.40,,2130.40,1905.80,1780.30,1660.60,1449.10,1276.20,1106.80,821.50,685.90,532.50,298.10,,2217.10,1969.40,1813.20,1685.70,1451.50,1286.00,1140.80,911.70,755.80,602.60,383.70,,2011.00,1682.90,1564.20,1462.00,1257.20,1118.50,1001.00,794.60,659.90,516.60,326.20,,1733.60,1546.60,1421.90,1321.10,1131.90,994.00,866.10,696.50,568.60,464.40,302.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Wine Beverages and Refined Tea Accumulated Growth Rate(%),8.7,11.1,14.2,,8.5,6.1,6.2,5.6,-14.0,-15.3,-16.7,11.5,11.6,13.5,2.4,,17.6,21.5,21.5,22.7,22.9,19.8,21.0,21.0,20.9,25.6,32.5,,24.1,20.9,21.2,21.3,24.9,27.3,29.7,38.6,39.2,44.1,66.0,,8.9,5.6,5.1,4.4,-0.5,-1.0,-2.9,-9.6,-8.9,-11.2,-21.9,,10.2,17.4,17.6,17.2,17.6,17.5,16.9,17.9,18.1,20.7,23.3,,20.8,15.3,16.6,17.1,17.3,20.0,23.6,22.5,24.8,21.3,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Tobacco Accumulated(100 million yuan),917.50,798.20,663.10,,1526.70,1716.30,1621.30,1537.80,1399.40,1271.80,1124.40,1002.70,884.10,769.60,638.10,,1323.10,1578.50,1525.20,1456.00,1362.40,1231.70,1067.70,946.60,828.40,706.40,582.40,,1182.40,1453.00,1407.10,1314.30,1218.10,1119.90,1000.30,882.20,767.00,645.40,533.80,,1156.30,1409.20,1347.60,1263.20,1137.20,1033.70,888.10,773.90,663.70,554.20,424.70,,922.50,1057.90,1050.20,997.10,895.80,841.80,716.00,605.20,542.20,432.00,323.50,,923.50,954.80,889.70,829.60,732.80,657.10,560.90,491.90,422.30,350.00,275.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Tobacco Accumulated The Same Period of Previous Year(100 million yuan),884.70,770.00,638.40,,1323.60,1579.10,1526.10,1457.00,1363.30,1232.40,1067.90,947.00,828.30,706.20,582.20,,1182.80,1453.40,1407.30,1314.20,1218.00,1120.30,1000.80,882.70,767.40,645.90,533.90,,1144.50,1397.40,1335.70,1252.20,1126.20,1022.70,876.90,763.20,653.50,543.80,419.90,,921.90,1057.40,1050.60,997.50,897.40,841.50,714.90,604.20,541.30,431.30,323.00,,910.80,943.90,880.00,820.60,724.90,651.80,556.30,488.30,419.10,347.30,273.60,,967.60,910.80,840.60,777.60,681.10,613.60,529.00,458.80,388.00,325.70,255.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Tobacco Accumulated Growth Rate(%),3.7,3.7,3.9,,15.3,8.7,6.2,5.5,2.6,3.2,5.3,5.9,6.7,9.0,9.6,,11.9,8.6,8.4,10.8,11.9,9.9,6.7,7.2,7.9,9.4,9.1,,3.3,4.0,5.3,5.0,8.2,9.5,14.1,15.6,17.4,18.7,27.1,,25.4,33.3,28.3,26.6,26.7,22.8,24.2,28.1,22.6,28.5,31.5,,1.3,12.1,19.3,21.5,23.6,29.2,28.7,23.9,29.4,24.4,18.2,,-4.6,4.8,5.8,6.7,7.6,7.1,6.0,7.2,8.8,7.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Textile Accumulated(100 million yuan),185.10,112.10,67.70,,839.50,654.70,546.60,460.20,386.20,320.70,261.60,205.40,156.50,123.90,70.80,,1000.80,831.00,718.90,626.80,556.00,493.90,426.30,351.20,266.30,194.90,114.50,,1203.10,1008.00,853.10,732.80,639.50,545.60,446.00,355.00,259.80,168.80,100.90,,1105.40,916.00,793.00,686.20,585.10,488.50,402.10,309.60,207.80,115.50,40.50,,1009.00,836.50,730.80,689.70,615.10,569.90,483.70,391.10,296.50,215.00,118.00,,1265.30,1164.10,1041.50,925.80,835.60,752.80,651.30,535.50,420.50,298.20,199.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Textile Accumulated The Same Period of Previous Year(100 million yuan),148.20,89.70,44.80,,792.60,666.40,582.00,512.20,454.40,402.20,343.40,284.30,224.30,187.80,112.50,,1217.30,1015.70,859.50,740.00,647.20,550.90,450.00,360.10,263.70,170.90,101.20,,1155.30,963.60,837.60,722.80,625.00,523.80,435.90,339.10,222.80,120.20,41.60,,1024.00,851.80,737.10,655.00,575.80,503.70,426.10,345.20,259.00,188.70,99.40,,1132.60,899.10,780.40,720.90,637.00,569.40,484.20,379.00,286.00,207.60,133.10,,1202.10,1109.50,1004.70,901.40,825.40,751.10,658.30,536.20,416.20,306.20,193.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Textile Accumulated Growth Rate(%),24.9,25.0,51.1,,5.9,-1.8,-6.1,-10.2,-15.0,-20.3,-23.8,-27.8,-30.2,-34.0,-37.1,,-17.8,-18.2,-16.4,-15.3,-14.1,-10.3,-5.3,-2.5,1.0,14.0,13.1,,4.1,4.6,1.9,1.4,2.3,4.2,2.3,4.7,16.6,40.4,142.5,,7.9,7.5,7.6,4.8,1.6,-3.0,-5.6,-10.3,-19.8,-38.8,-59.3,,-10.9,-7.0,-6.4,-4.3,-3.4,0.1,-0.1,3.2,3.7,3.6,-11.3,,5.3,4.9,3.7,2.7,1.2,0.2,-1.1,-0.1,1.0,-2.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Textile Wearing Apparel and Clothing Accumulated(100 million yuan),138.40,95.20,78.90,,613.80,527.90,435.70,384.20,339.00,287.50,244.80,175.00,133.30,112.70,76.70,,763.80,657.60,563.20,495.50,435.70,370.00,307.30,232.90,190.90,133.80,88.10,,767.80,666.90,534.40,456.90,396.20,332.30,274.00,234.60,179.70,115.90,78.30,,640.40,565.80,490.70,416.90,350.80,295.00,235.30,180.50,129.90,80.90,55.00,,872.80,773.50,685.30,626.10,563.00,461.40,382.50,307.90,248.10,180.60,123.30,,1006.80,892.80,779.10,697.10,640.20,575.30,479.90,395.60,314.20,225.40,157.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Textile Wearing Apparel and Clothing Accumulated The Same Period of Previous Year(100 million yuan),128.90,90.00,60.20,,635.40,554.70,471.90,414.00,363.80,306.20,252.70,190.60,162.30,130.40,88.70,,815.50,710.30,571.10,486.80,421.50,355.90,295.50,244.10,187.40,120.70,83.90,,671.10,592.10,511.10,431.80,361.70,302.60,240.60,183.40,130.30,80.90,54.80,,813.70,714.40,623.80,540.90,471.60,400.10,323.90,254.80,199.10,143.20,95.00,,967.10,813.40,709.30,636.50,569.00,478.00,385.50,311.90,245.10,166.80,114.60,,908.30,811.20,715.20,645.70,589.60,545.20,475.90,391.90,311.50,232.60,157.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Textile Wearing Apparel and Clothing Accumulated Growth Rate(%),7.4,5.8,31.1,,-3.4,-4.8,-7.7,-7.2,-6.8,-6.1,-3.1,-8.2,-17.9,-13.6,-13.5,,-6.3,-7.4,-1.4,1.8,3.4,4.0,4.0,-4.6,1.9,10.9,5.0,,14.4,12.6,4.6,5.8,9.5,9.8,13.9,27.9,37.9,43.3,42.9,,-21.3,-20.8,-21.3,-22.9,-25.6,-26.3,-27.4,-29.2,-34.8,-43.5,-42.1,,-9.8,-4.9,-3.4,-1.6,-1.1,-3.5,-0.8,-1.3,1.2,8.3,7.6,,10.8,10.1,8.9,8.0,8.6,5.5,0.8,0.9,0.9,-3.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Leather Fur Feather and Related Products Accumulated(100 million yuan),108.10,78.70,54.70,,444.10,382.90,338.80,302.30,263.90,183.30,155.20,126.80,91.30,89.60,64.50,,614.40,545.20,477.00,423.40,340.40,293.80,249.70,209.30,164.30,124.30,68.50,,577.40,498.30,448.40,403.70,366.00,288.10,243.50,196.60,157.40,116.20,67.60,,553.50,480.00,426.60,378.40,331.10,285.20,212.30,167.40,129.50,92.80,54.80,,686.30,604.20,550.50,509.10,459.00,381.20,314.90,252.50,201.50,150.60,91.70,,721.00,616.10,558.70,506.50,453.60,405.80,352.70,276.20,221.60,169.10,110.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Leather Fur Feather and Related Products Accumulated The Same Period of Previous Year(100 million yuan),91.10,69.10,45.10,,435.40,387.20,339.00,299.10,227.50,192.00,155.60,141.90,124.60,120.60,69.50,,594.70,514.80,464.50,417.60,378.30,297.70,251.70,202.90,161.70,119.60,70.40,,568.80,494.00,438.80,388.50,338.70,292.20,214.60,166.40,127.30,89.90,53.30,,698.30,611.20,552.50,497.90,446.70,367.30,301.20,240.10,190.90,142.30,85.80,,699.60,571.50,518.70,469.30,410.50,362.80,307.70,236.00,187.50,137.00,84.20,,692.20,592.10,535.70,481.30,434.10,388.10,337.80,273.70,217.30,167.70,107.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Leather Fur Feather and Related Products Accumulated Growth Rate(%),18.7,13.9,21.3,,2.0,-1.1,-0.1,1.1,16.0,-4.5,-0.3,-10.6,-26.7,-25.7,-7.2,,3.3,5.9,2.7,1.4,-10.0,-1.3,-0.8,3.2,1.6,3.9,-2.7,,1.5,0.9,2.2,3.9,8.1,-1.4,13.5,18.1,23.6,29.3,26.8,,-20.7,-21.5,-22.8,-24.0,-25.9,-22.4,-29.5,-30.3,-32.2,-34.8,-36.1,,-1.9,5.7,6.1,8.5,11.8,5.1,2.3,7.0,7.5,9.9,8.9,,4.2,4.1,4.3,5.2,4.5,4.6,4.4,0.9,2.0,0.8,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products Accumulated(100 million yuan),80.40,60.00,40.10,,397.90,318.40,245.20,202.80,171.40,139.90,115.50,95.40,77.40,69.30,44.50,,436.60,347.40,285.20,239.10,208.00,182.30,155.20,128.30,99.00,72.70,45.10,,395.00,322.60,274.10,235.50,206.90,181.90,153.20,128.10,92.70,64.00,38.80,,338.70,280.40,243.40,211.80,183.10,160.50,134.80,109.60,81.90,51.30,25.80,,371.80,324.50,286.10,256.40,227.10,197.30,173.50,148.00,121.30,87.70,55.50,,475.30,453.90,409.70,369.80,332.80,298.40,260.00,219.30,177.00,131.10,88.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products Accumulated The Same Period of Previous Year(100 million yuan),74.00,54.50,33.70,,337.30,271.30,220.60,183.50,159.90,140.80,118.70,100.80,83.60,71.70,45.50,,407.70,337.50,288.60,250.50,220.30,193.80,163.20,136.30,99.80,70.10,44.40,,349.20,291.10,251.90,215.20,184.60,160.80,134.60,109.00,80.70,50.30,25.40,,371.30,320.90,277.70,243.40,212.70,181.50,155.40,127.80,98.80,69.70,43.90,,396.40,325.70,289.30,268.30,236.60,204.40,187.50,150.30,120.50,86.60,57.60,,482.70,464.70,421.30,375.00,337.10,303.30,260.30,219.90,175.50,128.60,85.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products Accumulated Growth Rate(%),8.6,10.1,19.0,,18.0,17.4,11.2,10.5,7.2,-0.6,-2.7,-5.4,-7.4,-3.3,-2.2,,7.1,2.9,-1.2,-4.6,-5.6,-5.9,-4.9,-5.9,-0.8,3.7,1.6,,13.1,10.8,8.8,9.4,12.1,13.1,13.8,17.5,14.9,27.2,52.8,,-8.8,-12.6,-12.4,-13.0,-13.9,-11.6,-13.3,-14.2,-17.1,-26.4,-41.2,,-6.2,-0.4,-1.1,-4.4,-4.0,-3.5,-7.5,-1.5,0.7,1.3,-3.6,,-1.5,-2.3,-2.8,-1.4,-1.3,-1.6,-0.1,-0.3,0.9,1.9,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Furniture Accumulated (100 million yuan),86.10,60.40,47.10,,364.60,301.50,247.10,213.50,185.40,155.10,132.00,91.90,68.40,55.60,26.70,,471.20,392.80,344.20,305.80,257.80,218.70,174.80,132.60,100.60,67.20,35.60,,433.70,383.20,332.80,294.00,258.30,223.30,170.40,135.70,97.70,67.30,41.90,,417.70,334.00,277.60,235.70,195.00,162.90,133.80,95.90,66.90,40.10,13.80,,462.70,397.80,342.00,307.10,270.30,227.40,194.60,155.50,112.40,81.50,45.70,,425.90,376.80,332.10,304.80,289.10,253.10,223.00,183.30,136.20,99.90,66.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Furniture Accumulated The Same Period of Previous Year(100 million yuan),65.10,39.90,15.80,,390.30,321.60,280.20,248.20,206.50,172.60,134.50,99.20,78.00,63.60,34.90,,436.50,384.20,331.60,291.90,255.60,220.20,170.40,135.40,97.80,66.90,42.00,,430.00,345.50,288.30,244.60,203.40,170.40,133.20,93.80,64.90,39.00,13.50,,469.70,404.10,345.90,303.90,268.20,221.60,190.90,150.60,106.60,76.80,42.40,,417.60,336.50,290.20,258.30,235.70,200.60,171.60,137.00,97.10,69.60,46.30,,408.20,357.20,322.10,293.00,279.10,256.30,237.40,174.60,136.90,101.40,62.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Furniture Accumulated Growth Rate(%),32.3,51.4,198.1,,-6.6,-6.3,-11.8,-14.0,-10.2,-10.1,-1.9,-7.4,-12.3,-12.6,-23.5,,7.9,2.2,3.8,4.8,0.9,-0.7,2.6,-2.1,2.9,0.4,-15.2,,0.9,10.9,15.4,20.2,27.0,31.0,27.9,44.7,50.5,72.6,210.4,,-11.1,-17.3,-19.7,-22.4,-27.3,-26.5,-29.9,-36.3,-37.2,-47.8,-67.5,,10.8,18.2,17.8,18.9,14.7,13.4,13.4,13.5,15.8,17.1,-1.3,,4.3,5.5,3.1,4.0,3.6,-1.2,-6.1,5.0,-0.5,-1.5,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Paper and Paper Products Accumulated(100 million yuan),151.80,108.80,64.20,,508.40,378.50,284.40,220.70,151.70,126.10,120.40,85.30,70.00,62.20,28.40,,621.10,478.00,421.80,374.40,326.50,287.20,259.90,212.40,169.40,125.60,65.60,,884.80,778.80,707.20,648.40,577.70,529.70,484.30,414.40,336.10,247.60,154.30,,826.70,679.20,573.00,481.10,396.80,331.90,268.70,221.30,173.70,115.50,54.10,,681.90,589.70,506.20,436.90,385.40,329.80,281.50,221.50,174.00,129.20,74.00,,766.40,710.30,656.70,590.60,542.50,488.10,432.60,371.60,295.50,206.80,127.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Paper and Paper Products Accumulated The Same Period of Previous Year(100 million yuan),59.60,45.80,14.70,,487.00,369.50,329.30,295.50,251.80,233.90,217.20,179.20,144.70,115.20,59.50,,884.70,778.20,706.90,645.90,576.00,528.00,482.70,414.20,335.70,247.50,154.90,,827.50,683.90,577.80,482.60,397.20,333.90,273.40,225.00,175.50,116.40,54.40,,681.90,589.00,499.50,424.70,370.00,314.60,268.60,209.60,164.70,122.20,69.80,,749.80,660.10,610.00,547.50,493.30,432.00,377.50,318.00,252.00,171.50,102.30,,837.80,770.90,688.60,581.70,503.40,441.00,381.20,318.80,257.40,196.90,125.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Paper and Paper Products Accumulated Growth Rate(%),154.7,137.6,336.7,,4.4,2.4,-13.6,-25.3,-39.8,-46.1,-44.6,-52.4,-51.6,-46.0,-52.3,,-29.8,-38.6,-40.3,-42.0,-43.3,-45.6,-46.2,-48.7,-49.5,-49.3,-57.7,,6.9,13.9,22.4,34.4,45.4,58.6,77.1,84.2,91.5,112.7,183.6,,21.2,15.3,14.7,13.3,7.2,5.5,0.0,5.6,5.5,-5.5,-22.5,,-9.1,-10.7,-17.0,-20.2,-21.9,-23.7,-25.4,-30.3,-31.0,-24.7,-27.7,,-8.5,-7.9,-4.6,1.5,7.8,10.7,13.5,16.6,14.8,5.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Printing Reproduction of Recording Media Accumulated(100 million yuan),96.50,66.20,40.50,,389.60,317.00,270.90,227.90,191.50,159.60,131.40,104.80,78.30,55.20,31.40,,431.30,354.20,308.90,272.40,235.80,202.70,169.10,136.10,100.00,70.20,40.60,,428.40,361.60,307.60,273.90,238.10,207.10,173.70,142.20,106.60,71.20,43.60,,416.20,358.60,307.30,267.20,223.60,189.20,154.80,118.80,84.00,48.40,16.50,,437.60,379.20,334.30,296.40,258.20,219.30,183.20,145.00,111.40,82.40,45.50,,425.60,384.20,335.80,306.40,273.90,240.60,208.30,171.00,136.80,92.60,55.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Printing Reproduction of Recording Media Accumulated The Same Period of Previous Year(100 million yuan),74.90,47.30,25.80,,383.20,316.70,276.10,246.10,211.80,180.30,152.10,126.00,92.80,68.90,41.50,,448.00,376.60,320.40,285.20,248.90,216.20,182.30,150.50,113.50,75.70,45.70,,430.00,370.70,317.40,275.60,230.70,194.70,155.30,120.30,84.20,47.70,16.20,,441.50,380.50,332.70,291.10,250.90,213.20,179.50,139.40,106.60,79.00,41.50,,420.40,351.80,303.30,273.80,234.90,202.50,171.80,137.20,108.60,70.70,40.40,,401.10,376.60,326.40,293.00,254.30,226.10,197.90,160.40,124.20,87.40,52.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Printing Reproduction of Recording Media Accumulated Growth Rate(%),28.8,40.0,57.0,,1.7,0.1,-1.9,-7.4,-9.6,-11.5,-13.6,-16.8,-15.6,-19.9,-24.3,,-3.7,-5.9,-3.6,-4.5,-5.3,-6.2,-7.2,-9.6,-11.9,-7.3,-11.2,,-0.4,-2.5,-3.1,-0.6,3.2,6.4,11.8,18.2,26.6,49.3,169.1,,-5.7,-5.8,-7.6,-8.2,-10.9,-11.3,-13.8,-14.8,-21.2,-38.7,-60.2,,4.1,7.8,10.2,8.3,9.9,8.3,6.6,5.7,2.6,16.5,12.6,,6.1,2.0,2.9,4.6,7.7,6.4,5.3,6.6,10.1,5.9,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities Accumulated(100 million yuan),175.60,115.60,86.50,,624.30,536.70,465.40,408.50,341.50,282.60,237.00,179.80,141.00,112.30,78.00,,772.20,678.90,593.10,522.80,453.10,378.80,312.30,244.80,182.60,135.00,84.50,,774.90,628.60,534.10,462.90,397.60,342.40,287.10,230.70,178.80,124.50,75.70,,644.40,528.30,445.30,384.30,324.50,270.40,220.10,175.40,120.60,76.50,45.40,,682.40,585.30,524.00,507.00,452.50,375.10,313.90,259.20,201.40,139.00,89.20,,710.90,637.10,568.10,509.70,452.50,388.10,318.90,256.10,202.40,152.50,103.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities Accumulated The Same Period of Previous Year(100 million yuan),130.50,85.80,57.50,,634.90,561.70,490.30,431.20,370.30,305.00,247.80,196.10,151.10,133.50,86.30,,789.80,641.30,546.70,472.60,407.20,349.80,293.00,234.50,181.20,126.10,76.50,,650.30,536.10,453.80,390.80,332.70,277.60,228.70,181.90,125.00,79.30,46.40,,709.40,607.20,519.10,458.70,405.50,339.00,278.50,226.30,176.90,121.60,78.70,,621.00,514.10,473.10,452.70,385.40,319.70,258.00,202.10,155.70,113.90,76.90,,664.00,620.00,555.30,501.50,444.70,389.70,328.30,267.20,210.60,153.40,97.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities Accumulated Growth Rate(%),34.6,34.7,50.4,,-1.7,-4.5,-5.1,-5.3,-7.8,-7.3,-4.4,-8.3,-6.7,-15.9,-9.6,,-2.2,5.9,8.5,10.6,11.3,8.3,6.6,4.4,0.8,7.1,10.5,,19.2,17.3,17.7,18.4,19.5,23.3,25.5,26.8,43.0,57.0,63.1,,-9.2,-13.0,-14.2,-16.2,-20.0,-20.2,-21.0,-22.5,-31.8,-37.1,-42.3,,9.9,13.8,10.8,12.0,17.4,17.3,21.7,28.3,29.4,22.0,16.0,,7.1,2.8,2.3,1.6,1.8,-0.4,-2.9,-4.2,-3.9,-0.6,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Profits of Processing of Petroleum Coal and Other Fuels Accumulated(100 million yuan),-43.30,-35.60,-26.90,,449.50,510.90,468.70,388.00,243.80,131.10,87.90,71.20,97.00,17.70,-36.70,,451.40,711.30,781.30,775.80,919.60,1131.40,1182.80,1034.30,828.40,620.00,328.30,,2678.60,2891.70,2746.00,2480.30,2288.40,2085.70,1794.10,1486.60,1187.60,899.10,555.10,,868.50,622.10,475.90,287.50,111.50,-51.60,-141.80,-348.50,-464.80,-247.00,-21.20,,1279.00,1200.50,1064.30,907.50,780.30,719.90,594.60,526.00,411.10,285.10,133.20,,2270.80,2354.70,2251.60,2019.00,1735.40,1540.20,1344.70,1133.60,874.00,662.40,443.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
