Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Total Current Assets of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977.10,2962.80,2924.70,2896.80,2866.10,2816.20,2787.30,2730.50,2683.30,2621.90,2555.00,,2944.40,2894.50,2837.00,2814.70,2783.90,2726.30,2679.40,2639.90,2637.30,2596.80,2541.80,,2947.70,2897.10,2849.90,2780.30,2723.00,2685.10,2630.50,2591.50,2503.50,2462.00,2427.90,
Total Current Assets of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2846.20,2836.70,2775.20,2760.60,2739.90,2677.90,2629.40,2588.10,2544.20,2497.40,2449.30,,2865.90,2809.30,2766.60,2700.50,2638.80,2606.90,2539.70,2507.30,2519.10,2464.40,2406.90,,2724.40,2666.60,2606.80,2560.60,2517.20,2467.70,2427.10,2371.90,2307.40,2234.60,2190.50,
Total Current Assets of Processing of Timber Manufacture of Wood Bamboo Rattan Palm and Straw Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.4,5.4,4.9,4.6,5.2,6.0,5.5,5.5,5.0,4.3,,2.7,3.0,2.5,4.2,5.5,4.6,5.5,5.3,4.7,5.4,5.6,,8.2,8.6,9.3,8.6,8.2,8.8,8.4,9.3,8.5,10.2,10.8,
Total Current Assets of Manufacture of Furniture month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3247.80,3226.30,3176.20,3157.90,3080.20,3049.00,3007.70,2875.10,2807.50,2747.20,2688.10,,3007.30,2910.60,2837.30,2762.40,2711.00,2670.40,2640.60,2614.10,2600.30,2542.20,2519.30,,2767.00,2744.80,2699.60,2629.50,2594.50,2559.70,2542.80,2493.80,2484.50,2434.80,2408.50,
Total Current Assets of Manufacture of Furniture The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2989.50,2926.90,2875.80,2807.10,2746.70,2697.10,2666.20,2599.60,2558.90,2496.90,2456.00,,2722.30,2684.60,2629.10,2558.90,2528.60,2489.00,2446.20,2416.40,2439.70,2384.40,2347.50,,2540.80,2529.30,2495.30,2466.10,2403.80,2360.50,2339.00,2287.60,2246.90,2198.30,2174.50,
Total Current Assets of Manufacture of Furniture Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,10.2,10.4,12.5,12.1,13.0,12.8,10.6,9.7,10.0,9.5,,10.5,8.4,7.9,8.0,7.2,7.3,7.9,8.2,6.6,6.6,7.3,,8.9,8.5,8.2,6.6,7.9,8.4,8.7,9.0,10.6,10.8,10.8,
Total Current Assets of Manufacture of Paper and Paper Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6837.30,7059.10,7064.70,7044.60,6975.80,6854.00,6814.00,6753.60,6629.40,6461.60,6341.30,,6485.70,6543.80,6526.60,6418.10,6397.40,6344.60,6510.30,6436.90,6451.20,6374.30,6240.30,,6544.90,6581.20,6443.30,6354.00,6270.50,6146.20,6041.20,5947.50,5906.50,5828.90,5840.10,
Total Current Assets of Manufacture of Paper and Paper Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6316.10,6407.30,6434.60,6333.50,6325.40,6252.60,6404.90,6370.10,6348.20,6262.30,6136.80,,6498.10,6535.60,6390.50,6296.20,6223.70,6102.60,6022.60,5936.30,5935.10,5856.70,5809.70,,6059.40,6069.90,6045.90,6013.70,5978.70,5945.00,5868.00,5845.00,5770.70,5658.20,5674.50,
Total Current Assets of Manufacture of Paper and Paper Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,10.2,9.8,11.2,10.3,9.6,6.4,6.0,4.4,3.2,3.3,,-0.2,0.1,2.1,1.9,2.8,4.0,8.1,8.4,8.7,8.8,7.4,,8.0,8.4,6.6,5.7,4.9,3.4,3.0,1.8,2.4,3.0,2.9,
Total Current Assets of Printing Reproduction of Recording Media month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3135.20,3163.60,3101.40,3028.30,2994.20,2940.20,2916.70,2824.00,2814.70,2777.10,2720.50,,2956.60,2905.80,2828.90,2780.80,2732.40,2689.50,2664.20,2640.70,2625.90,2622.60,2570.40,,2759.30,2758.20,2720.80,2669.20,2632.20,2601.30,2562.50,2505.30,2454.60,2426.00,2412.80,
Total Current Assets of Printing Reproduction of Recording Media The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3010.00,2978.50,2890.40,2865.50,2817.50,2774.60,2745.30,2649.60,2621.30,2614.80,2564.70,,2825.40,2817.60,2771.10,2717.10,2672.30,2637.20,2616.10,2544.80,2514.00,2484.20,2408.80,,2606.50,2610.60,2561.00,2531.10,2499.00,2456.20,2414.50,2371.00,2335.40,2293.60,2310.20,
Total Current Assets of Printing Reproduction of Recording Media Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,6.2,7.3,5.7,6.3,6.0,6.2,6.6,7.4,6.2,6.1,,4.6,3.1,2.1,2.3,2.2,2.0,1.8,3.8,4.5,5.6,6.7,,5.9,5.7,6.2,5.5,5.3,5.9,6.1,5.7,5.1,5.8,4.4,
Total Current Assets of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5523.10,5676.30,5560.00,5489.60,5367.80,5230.80,5174.40,5127.90,5034.60,4941.00,4889.60,,5265.50,5255.90,5165.90,5071.00,4979.60,4885.50,4881.80,4757.40,4717.30,4647.00,4596.40,,4925.60,4849.30,4721.90,4688.20,4639.00,4534.70,4533.70,4580.00,4562.70,4595.60,4463.50,
Total Current Assets of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5176.70,5226.90,5178.80,5096.90,4988.10,4881.60,4887.60,4803.70,4754.80,4686.80,4625.60,,5023.40,4988.70,4871.30,4842.60,4791.50,4703.70,4655.90,4639.20,4669.60,4690.90,4605.00,,4804.70,4954.10,4833.20,4575.80,4407.50,4355.80,4319.70,4266.90,4188.70,4121.20,4012.70,
Total Current Assets of Manufacture of Articles for Culture Education Art Sport and Entertainment Activities Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,8.6,7.4,7.7,7.6,7.2,5.9,6.7,5.9,5.4,5.7,,4.8,5.4,6.0,4.7,3.9,3.9,4.9,2.5,1.0,-0.9,-0.2,,2.5,-2.1,-2.3,2.5,5.3,4.1,5.0,7.3,8.9,11.5,11.2,
Total Current Assets of Processing of Petroleum Coking and Processing of Nuclear Fuel month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13355.70,13645.50,13106.80,12812.60,12544.60,12249.90,12204.10,12447.00,12289.80,11923.40,11816.10,,11395.50,11445.70,11119.60,10895.50,10637.30,10596.10,10519.90,10320.30,10291.80,10094.00,9649.10,,9857.70,10254.70,10297.50,10229.60,10274.00,10306.20,10269.60,10325.60,10136.50,10021.60,10162.20,
Total Current Assets of Processing of Petroleum Coking and Processing of Nuclear Fuel The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11454.60,11465.40,11139.60,10944.60,10756.40,10672.30,10593.70,10392.90,10312.80,10054.90,9846.40,,10027.30,10446.20,10461.60,10454.30,10432.70,10462.90,10515.40,10614.70,10482.80,10344.00,10264.10,,10406.40,10884.10,10977.70,10957.40,10933.20,10876.60,10817.30,10804.50,10784.10,10690.70,10735.30,
Total Current Assets of Processing of Petroleum Coking and Processing of Nuclear Fuel Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,19.0,17.7,17.1,16.6,14.8,15.2,19.8,19.2,18.6,20.0,,13.6,9.6,6.3,4.2,2.0,1.3,0.0,-2.8,-1.8,-2.4,-6.0,,-5.3,-5.8,-6.2,-6.6,-6.0,-5.2,-5.1,-4.4,-6.0,-6.3,-5.3,
Total Current Assets of Manufacture of Raw Chemical Materials and Chemical Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34400.90,34754.50,34450.90,33795.30,33287.20,32950.00,32679.30,32975.80,32777.90,32486.10,31424.90,,32059.20,32077.20,31446.30,31205.30,30771.00,30506.90,30580.40,30309.20,30185.90,29839.70,29291.50,,30285.90,30625.30,30290.30,30111.60,30144.50,30073.10,30115.40,29776.10,29243.50,28940.60,28526.40,
Total Current Assets of Manufacture of Raw Chemical Materials and Chemical Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31329.60,31456.10,31118.30,30892.30,30535.30,30243.60,30324.80,30253.80,30046.50,29688.50,28919.40,,30179.70,30422.90,30087.20,29968.30,29939.60,29891.30,29973.80,29687.00,29314.70,28999.10,28456.10,,29528.50,30030.40,29587.00,29358.80,29129.50,28641.10,28499.50,28205.10,27791.50,27488.40,27064.80,
Total Current Assets of Manufacture of Raw Chemical Materials and Chemical Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,10.5,10.7,9.4,9.0,8.9,7.8,9.0,9.1,9.4,8.7,,6.2,5.4,4.5,4.1,2.8,2.1,2.0,2.1,3.0,2.9,2.9,,2.6,2.0,2.4,2.6,3.5,5.0,5.7,5.6,5.2,5.3,5.4,
Total Current Assets of Manufacture of Medicines month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16982.90,16806.10,16640.70,16217.90,15997.10,15913.80,15909.50,15656.30,15464.90,15239.70,14819.80,,15054.60,14885.20,14574.50,14387.30,14089.10,13711.10,13739.70,13468.70,13368.70,13251.60,12861.10,,12787.00,12879.30,12686.30,12524.40,12312.00,12221.80,12138.50,11983.80,11798.70,11536.30,11335.90,
Total Current Assets of Manufacture of Medicines The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14938.80,14804.50,14594.00,14379.60,14199.90,13832.60,13840.70,13551.80,13424.30,13321.70,12915.10,,12861.00,12977.50,12761.90,12617.90,12415.80,12321.40,12254.90,12082.00,11932.70,11658.50,11406.00,,11509.80,11526.80,11303.40,11158.90,10925.50,10752.50,10694.10,10508.20,10363.30,10221.80,9965.50,
Total Current Assets of Manufacture of Medicines Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,13.5,14.0,12.8,12.7,15.0,14.9,15.5,15.2,14.4,14.7,,17.1,14.7,14.2,14.0,13.5,11.3,12.1,11.5,12.0,13.7,12.8,,11.1,11.7,12.2,12.2,12.7,13.7,13.5,14.0,13.9,12.9,13.8,
Total Current Assets of Manufacture of Chemical Fibers month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3304.50,3434.90,3425.80,3458.30,3433.30,3388.90,3399.70,3376.60,3350.00,3314.50,3192.40,,3343.80,3251.30,3246.70,3185.10,3185.50,3142.00,3152.20,3174.00,3156.40,3152.30,3030.60,,3283.00,3313.40,3326.60,3328.80,3336.00,3265.20,3277.30,3201.60,3103.70,3043.40,2997.20,
Total Current Assets of Manufacture of Chemical Fibers The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240.30,3247.40,3254.80,3244.10,3244.00,3203.90,3203.10,3193.50,3167.30,3160.70,3068.80,,3232.80,3256.20,3279.60,3210.90,3229.70,3168.40,3200.10,3149.50,3096.20,3100.10,2979.90,,3142.30,3239.50,3211.20,3221.80,3166.40,3136.90,3143.90,3151.90,3093.20,3049.90,3011.30,
Total Current Assets of Manufacture of Chemical Fibers Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.8,5.3,6.6,5.8,5.8,6.1,5.7,5.8,4.9,4.0,,3.4,-0.2,-1.0,-0.8,-1.4,-0.8,-1.5,0.8,1.9,1.7,1.7,,4.5,2.3,3.6,3.3,5.4,4.1,4.2,1.6,0.3,-0.2,-0.5,
Total Current Assets of Manufacture of Rubber and Plastics month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12639.40,12683.40,12516.20,12260.40,12148.90,12066.00,11878.70,11736.20,11592.20,11378.90,11162.30,,11790.60,11669.50,11487.10,11326.00,11239.20,11045.60,10937.60,10776.40,10711.90,10554.10,10306.50,,11055.00,11068.70,10932.80,10836.70,10725.40,10615.40,10636.10,10455.70,10253.60,10107.40,10013.80,
Total Current Assets of Manufacture of Rubber and Plastics The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11586.20,11593.90,11462.20,11285.40,11279.30,11097.10,10982.90,10751.70,10584.10,10398.80,10238.40,,11008.60,11019.20,10878.50,10797.10,10688.20,10556.90,10556.90,10343.20,10240.20,10080.40,9862.80,,10610.70,10595.80,10427.00,10272.30,10114.90,10029.10,9999.50,9817.90,9689.60,9475.60,9364.10,
Total Current Assets of Manufacture of Rubber and Plastics Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,9.4,9.2,8.6,7.7,8.7,8.2,9.2,9.5,9.4,9.0,,7.1,5.9,5.6,4.9,5.2,4.6,3.6,4.2,4.6,4.7,4.5,,4.2,4.5,4.9,5.5,6.0,5.8,6.4,6.5,5.8,6.7,6.9,
Total Current Assets of Manufacture of Non-metallic Mineral Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24861.60,24985.00,24714.20,24344.80,23865.20,23480.60,23188.40,22847.20,22471.00,21947.50,21542.40,,23243.60,23190.50,22780.20,22348.40,22064.60,21683.40,21467.90,21127.70,20987.50,20570.80,20118.20,,22402.90,22445.30,22236.70,22046.10,21722.20,21365.80,21165.10,20834.80,20370.60,19920.30,19888.10,
Total Current Assets of Manufacture of Non-metallic Mineral Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23072.30,23095.50,22745.60,22357.70,22100.00,21688.90,21465.40,21166.40,20760.30,20355.80,19867.30,,22173.50,22216.90,21954.30,21753.60,21404.80,21032.30,20803.10,20490.00,20264.80,19913.90,19428.40,,21205.10,21271.30,20956.50,20608.40,20197.30,19785.80,19586.70,19175.90,18760.20,18269.40,18233.20,
Total Current Assets of Manufacture of Non-metallic Mineral Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,8.2,8.7,8.9,8.0,8.3,8.0,7.9,8.2,7.8,8.4,,4.8,4.4,3.8,2.7,3.1,3.1,3.2,3.1,3.6,3.3,3.6,,5.6,5.5,6.1,7.0,7.6,8.0,8.1,8.7,8.6,9.0,9.1,
Total Current Assets of Smelting and Pressing of Ferrous Metals month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26287.10,27090.30,26793.60,26786.10,26437.90,25872.00,25704.00,25991.40,26032.10,25858.10,25254.30,,25606.40,25665.80,25117.60,24824.30,24592.70,24322.00,24364.00,24309.90,24384.90,24159.70,23888.90,,25318.20,26438.90,26504.30,26590.30,27003.60,27091.30,26790.20,26403.40,26347.10,25913.80,26160.50,
Total Current Assets of Smelting and Pressing of Ferrous Metals The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24453.90,24986.40,24268.10,24382.40,24242.80,23938.30,24045.50,24205.30,24032.20,23772.60,23564.90,,24711.50,25806.70,25795.00,25906.20,26334.60,26440.50,26061.10,25535.30,25803.70,25376.90,25688.10,,26695.00,27478.70,27715.40,27375.10,27202.80,26954.90,27181.60,27322.10,27181.60,26915.60,26813.20,
Total Current Assets of Smelting and Pressing of Ferrous Metals Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,8.4,10.4,9.9,9.1,8.1,6.9,7.4,8.3,8.8,7.2,,3.6,-0.5,-2.6,-4.2,-6.6,-8.0,-6.5,-4.8,-5.5,-4.8,-7.0,,-5.2,-3.8,-4.4,-2.9,-0.7,0.5,-1.4,-3.4,-3.1,-3.7,-2.4,
Total Current Assets of Smelting and Pressing of Non-Ferrous Metals month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20195.30,20864.10,20773.00,20488.80,20105.80,19686.40,19487.20,19260.10,18909.20,18727.50,18439.50,,19013.20,19287.10,18725.90,18486.70,18399.50,18133.40,18139.90,18218.20,18240.20,18125.90,17692.60,,18700.70,19255.90,19106.90,19039.90,18707.90,18596.60,18353.50,18256.40,17958.50,17781.80,17452.20,
Total Current Assets of Smelting and Pressing of Non-Ferrous Metals The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18602.90,19018.50,18598.40,18429.10,18231.40,17994.10,18037.80,18021.30,17928.20,17857.30,17533.60,,18499.80,19039.70,18885.00,18813.40,18545.90,18394.20,18137.80,18254.00,18055.90,17824.80,17413.40,,17921.80,18223.80,18019.20,17981.30,17729.10,17704.60,17548.00,17386.40,17084.60,16985.50,16618.00,
Total Current Assets of Smelting and Pressing of Non-Ferrous Metals Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,9.7,11.7,11.2,10.3,9.4,8.0,6.9,5.5,4.9,5.2,,2.8,1.3,-0.8,-1.7,-0.8,-1.4,0.0,-0.2,1.0,1.7,1.6,,4.3,5.7,6.0,5.9,5.5,5.0,4.6,5.0,5.1,4.7,5.0,
Total Current Assets of Manufacture of Metal Products month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14781.40,14980.10,14863.50,14823.90,14675.60,14392.10,14208.80,14007.80,13795.60,13639.30,13425.70,,14331.00,14177.30,13980.70,13793.30,13613.70,13384.20,13238.90,13127.70,13143.20,12945.30,12763.50,,13744.00,13692.40,13578.10,13473.50,13404.60,13198.10,13055.90,12869.80,12639.20,12500.70,12383.60,
Total Current Assets of Manufacture of Metal Products The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13945.20,14024.90,13841.10,13672.20,13557.10,13311.00,13167.90,12993.10,12868.30,12672.40,12483.10,,13615.20,13497.00,13399.40,13317.00,13246.70,13070.90,12938.20,12811.90,12750.50,12572.40,12397.60,,13191.10,13139.90,12974.00,12844.70,12667.70,12436.50,12310.80,12002.20,11782.10,11534.90,11415.00,
Total Current Assets of Manufacture of Metal Products Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.8,7.4,8.4,8.3,8.1,7.9,7.8,7.2,7.6,7.6,,5.3,5.0,4.3,3.6,2.8,2.4,2.3,2.5,3.1,3.0,3.0,,4.2,4.2,4.7,4.9,5.8,6.1,6.1,7.2,7.3,8.4,8.5,
Total Current Assets of Manufacture of General Purpose Machinery month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27076.80,27153.40,26938.50,26549.90,26486.70,26133.60,25946.30,25717.80,25328.90,25037.20,24497.40,,25722.10,25545.70,24991.20,24800.50,24580.50,24331.30,24135.30,23990.40,24174.50,23870.10,23604.90,,24765.10,24804.90,24453.30,24261.40,24041.70,23847.00,23506.70,23298.20,22975.90,22391.20,22166.40,
Total Current Assets of Manufacture of General Purpose Machinery The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24987.30,24988.30,24635.60,24584.70,24337.90,24145.00,23943.90,23807.30,23505.00,23159.50,22866.20,,24383.20,24412.00,23981.30,23786.60,23557.30,23355.70,23335.80,23131.10,23335.10,23051.00,22775.90,,23890.00,23944.30,23715.90,23582.10,23403.10,23164.30,22760.00,22494.90,22214.50,21329.20,20978.00,
Total Current Assets of Manufacture of General Purpose Machinery Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.7,9.3,8.0,8.8,8.2,8.4,8.0,7.8,8.1,7.1,,5.5,4.6,4.2,4.3,4.3,4.2,3.4,3.7,3.6,3.6,3.6,,3.7,3.6,3.1,2.9,2.7,2.9,3.3,3.6,3.4,5.0,5.7,
Total Current Assets of Manufacture of Special Purpose Machinery month-end(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23939.30,23336.00,23172.90,22979.00,22529.80,22334.90,22265.60,22562.40,22302.60,22070.10,21575.30,,22400.70,22144.20,21790.60,21638.90,21504.90,21078.80,21071.50,20737.10,20427.40,20349.90,20097.10,,20728.40,20850.20,20661.40,20555.10,20424.70,20295.00,20595.10,20301.70,20083.50,19901.30,19765.00,
Total Current Assets of Manufacture of Special Purpose Machinery The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21763.00,21542.70,21311.10,21145.20,20909.60,20493.50,20478.30,20758.60,20611.20,20446.80,20217.00,,21050.80,21122.60,20902.70,20788.40,20651.70,20508.10,20456.50,20191.00,19836.10,19602.20,19266.20,,20267.40,20287.10,19998.30,19876.00,19702.80,19540.70,19751.00,19573.20,19160.70,18833.20,18522.50,
Total Current Assets of Manufacture of Special Purpose Machinery Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.3,8.7,8.7,7.7,9.0,8.7,8.7,8.2,7.9,6.7,,6.4,4.8,4.2,4.1,4.1,2.8,3.0,2.7,3.0,3.8,4.3,,2.3,2.8,3.3,3.4,3.7,3.9,4.3,3.7,4.8,5.7,6.7,
