일시,습도,16 방위 풍향,풍속,강수량,현지기압,해면기압,변화량 기압,이슬점 온도,기온
2017-09-28 03:00:00,40.1,120.0,1.0,0.0,867.9,1020.5,1.1,-9.8,2.4
2017-09-28 06:00:00,30.0,320.0,1.0,0.0,865.5,1015.3,2.4,-10.0,6.3
2017-09-28 09:00:00,44.1,70.0,5.0,0.0,866.1,1016.9,0.6,-6.3,4.9
2017-09-28 12:00:00,68.0,350.0,1.0,0.0,867.2,1022.4,0.3,-7.2,-2.1
2017-09-28 15:00:00,68.0,350.0,1.0,0.0,867.2,1022.4,0.3,-7.2,-2.1
2017-09-28 18:00:00,72.0,0.0,0.0,0.0,867.4,1023.6,0.2,-8.0,-3.7
2017-09-28 21:00:00,80.0,0.0,0.0,0.0,867.5,1024.6,0.1,-8.0,-5.1
2017-09-29 00:00:00,63.2,100.0,3.0,0.0,867.1,1023.0,0.4,-9.3,-3.3
2017-09-29 03:00:00,36.0,100.0,3.0,0.0,865.8,1016.7,1.3,-9.2,4.6
2017-09-29 06:00:00,,,,,,,,,
2017-09-29 09:00:00,22.0,0.0,0.0,0.0,861.9,1007.7,1.7,-8.7,12.4
2017-09-29 12:00:00,34.1,60.0,2.0,0.0,861.2,1009.1,0.7,-6.5,8.4
2017-09-29 15:00:00,31.0,80.0,2.0,0.0,860.0,1007.5,1.2,-7.4,8.8
2017-09-29 18:00:00,29.1,70.0,2.0,0.0,858.8,1006.2,1.2,-8.4,8.6
2017-09-29 21:00:00,44.0,60.0,1.0,0.0,858.8,1007.9,0.0,-5.7,5.6
2017-09-30 00:00:00,49.9,0.0,0.0,0.0,859.3,1007.9,0.5,-3.1,6.6
2017-09-30 03:00:00,80.3,270.0,2.0,0.0,861.5,1011.3,2.2,2.0,5.1
2017-09-30 06:00:00,74.1,0.0,6.0,0.0,862.5,1013.0,1.0,0.0,4.2
2017-09-30 09:00:00,72.9,340.0,4.0,0.0,866.9,1020.1,4.4,-3.3,1.0
2017-09-30 12:00:00,65.8,20.0,4.0,0.6,872.0,1027.0,5.1,-6.0,-0.4
2017-09-30 15:00:00,70.3,0.0,1.0,0.0,873.3,1029.3,1.3,-6.2,-1.5
2017-09-30 18:00:00,77.3,330.0,2.0,0.0,875.3,1032.6,2.0,-6.6,-3.2
2017-09-30 21:00:00,78.3,70.0,1.0,0.0,876.4,1034.7,1.1,-7.7,-4.5
2017-10-01 00:00:00,76.1,70.0,1.0,0.0,876.8,1034.6,0.4,-7.2,-3.6
2017-10-01 03:00:00,64.3,0.0,0.0,0.0,877.7,1033.9,0.9,-6.7,-0.8
2017-10-01 06:00:00,43.0,300.0,2.0,0.0,876.1,1030.2,1.6,-9.0,2.3
2017-10-01 09:00:00,30.9,250.0,3.0,0.0,875.1,1028.1,1.0,-11.8,3.8
2017-10-01 12:00:00,54.0,10.0,1.0,0.0,875.2,1030.5,0.1,-8.2,0.0
2017-10-01 15:00:00,60.3,210.0,1.0,0.0,876.4,1031.7,1.2,-6.4,0.4
2017-10-01 18:00:00,70.1,0.0,0.0,0.0,876.6,1032.2,0.2,-4.8,0.0
2017-10-01 21:00:00,94.3,110.0,2.0,0.0,876.4,1032.8,0.2,-2.2,-1.4
2017-10-02 00:00:00,88.9,330.0,2.0,1.0,877.6,1033.8,1.2,-2.3,-0.7
2017-10-02 03:00:00,80.2,340.0,3.0,0.0,878.6,1034.4,1.0,-2.9,0.1
2017-10-02 06:00:00,60.2,330.0,4.0,0.0,877.8,1032.4,0.8,-4.8,2.1
2017-10-02 09:00:00,35.1,10.0,4.0,0.0,877.4,1031.4,0.4,-11.1,2.8
2017-10-02 12:00:00,59.1,10.0,2.0,0.0,878.2,1034.4,0.8,-7.6,-0.6
2017-10-02 15:00:00,64.9,100.0,1.0,0.0,878.9,1036.2,0.7,-7.8,-2.1
2017-10-02 18:00:00,68.2,60.0,3.0,0.0,878.2,1036.3,0.7,-8.6,-3.6
2017-10-02 21:00:00,68.1,90.0,3.0,0.0,877.5,1035.9,0.7,-9.3,-4.3
2017-10-03 00:00:00,63.2,120.0,3.0,0.0,876.7,1034.3,0.8,-9.3,-3.3
2017-10-03 03:00:00,37.0,110.0,3.0,0.0,875.4,1027.5,1.3,-8.2,5.3
2017-10-03 06:00:00,26.0,210.0,4.0,0.0,872.5,1021.5,2.9,-8.8,9.8
2017-10-03 09:00:00,21.1,210.0,2.0,0.0,869.4,1016.7,3.1,-9.6,12.0
2017-10-03 12:00:00,26.0,0.0,0.0,0.0,868.9,1017.8,0.5,-9.5,9.0
2017-10-03 15:00:00,44.9,110.0,2.0,0.0,868.4,1020.0,0.5,-6.8,4.1
2017-10-03 18:00:00,52.9,100.0,2.0,0.0,867.3,1020.0,1.1,-6.6,2.0
2017-10-03 21:00:00,60.3,100.0,3.0,0.0,866.1,1019.5,1.2,-6.4,0.4
2017-10-04 00:00:00,55.9,140.0,3.0,0.0,865.4,1018.4,0.7,-6.9,0.9
2017-10-04 03:00:00,31.1,110.0,2.0,0.0,865.0,1013.6,0.4,-7.8,8.3
2017-10-04 06:00:00,26.0,270.0,3.0,0.0,863.5,1008.7,1.5,-5.2,14.0
2017-10-04 09:00:00,,,,,,,,,
2017-10-04 12:00:00,38.1,0.0,0.0,0.0,863.1,1010.5,0.6,-3.7,9.9
2017-10-04 15:00:00,49.1,120.0,3.0,0.0,863.1,1012.6,0.0,-3.7,6.2
2017-10-04 18:00:00,45.2,100.0,4.0,0.0,861.9,1011.1,1.2,-4.7,6.3
2017-10-04 21:00:00,45.2,140.0,1.0,0.0,860.5,1010.1,1.4,-5.7,5.2
2017-10-05 00:00:00,25.1,100.0,3.0,0.0,860.3,1004.8,0.4,-5.4,14.3
2017-10-05 03:00:00,25.1,100.0,3.0,0.0,860.3,1004.8,0.4,-5.4,14.3
2017-10-05 06:00:00,24.0,310.0,2.0,0.0,859.5,1002.8,0.8,-4.4,16.2
2017-10-05 09:00:00,,,,,,,,,
2017-10-05 12:00:00,52.0,10.0,4.0,0.0,861.9,1009.8,1.6,-0.7,8.6
2017-10-05 15:00:00,56.0,270.0,2.0,0.0,863.4,1012.3,1.5,-0.9,7.3
2017-10-05 18:00:00,64.9,230.0,1.0,0.0,865.9,1015.8,2.5,0.2,6.3
2017-10-05 21:00:00,81.2,350.0,1.0,0.0,865.8,1017.5,0.1,0.3,3.2
2017-10-06 00:00:00,87.3,0.0,0.0,0.3,866.9,1018.9,1.1,1.2,3.1
2017-10-06 03:00:00,42.1,250.0,2.0,0.0,867.7,1016.8,0.8,-3.9,8.2
2017-10-06 06:00:00,25.0,290.0,3.0,0.0,867.4,1014.7,0.3,-7.9,11.4
2017-10-06 09:00:00,19.0,320.0,4.0,0.0,867.5,1015.2,0.1,-12.1,10.6
2017-10-06 12:00:00,44.9,0.0,0.0,0.0,869.2,1019.6,1.7,-4.6,6.5
2017-10-06 15:00:00,43.1,0.0,0.0,0.0,870.3,1021.2,1.1,-5.7,5.9
2017-10-06 18:00:00,46.0,0.0,0.0,0.0,870.8,1022.7,0.5,-6.3,4.3
2017-10-06 21:00:00,61.2,70.0,1.0,0.0,871.4,1024.6,0.6,-4.4,2.3
2017-10-07 00:00:00,57.1,80.0,2.0,0.0,871.6,1025.0,0.2,-5.6,2.0
2017-10-07 03:00:00,33.0,90.0,4.0,0.0,871.3,1022.0,0.3,-8.6,6.5
2017-10-07 06:00:00,26.0,110.0,5.0,0.0,869.5,1018.1,1.8,-8.9,9.7
2017-10-07 09:00:00,45.2,140.0,4.0,0.0,869.3,1019.1,0.2,-3.6,7.5
2017-10-07 12:00:00,75.2,60.0,3.0,0.0,869.8,1021.6,0.5,0.3,4.3
2017-10-07 15:00:00,89.8,10.0,1.0,0.0,870.5,1023.8,0.7,0.4,1.9
2017-10-07 18:00:00,92.3,310.0,1.0,0.0,872.0,1026.7,1.5,-1.1,0.0
2017-10-07 21:00:00,84.3,210.0,4.0,0.0,872.8,1028.5,0.8,-3.6,-1.3
2017-10-08 00:00:00,84.9,210.0,1.0,3.0,875.0,1031.5,2.2,-4.1,-1.9
2017-10-08 03:00:00,,,,,,,,,
2017-10-08 06:00:00,80.0,350.0,5.0,0.0,877.4,1033.8,0.4,-4.2,-1.2
2017-10-08 09:00:00,76.9,30.0,2.0,0.0,879.5,1036.8,2.1,-5.5,-2.0
2017-10-08 12:00:00,79.8,20.0,2.0,0.0,882.4,1040.7,2.9,-5.7,-2.7
2017-10-08 15:00:00,82.2,0.0,3.0,0.0,884.9,1043.9,2.5,-5.8,-3.2
2017-10-08 18:00:00,77.2,20.0,2.0,0.0,886.5,1046.3,1.6,-7.3,-3.9
2017-10-08 21:00:00,78.2,30.0,3.0,0.0,886.9,1047.3,0.4,-8.0,-4.8
2017-10-09 00:00:00,78.8,0.0,0.0,0.0,888.3,1049.3,1.4,-8.3,-5.2
2017-10-09 03:00:00,70.1,330.0,3.0,0.0,888.3,1047.4,0.0,-7.0,-2.3
2017-10-09 06:00:00,59.9,280.0,3.0,0.0,887.2,1045.1,1.1,-7.6,-0.8
2017-10-09 09:00:00,66.0,350.0,3.0,0.0,886.3,1044.7,0.9,-7.3,-1.8
2017-10-09 12:00:00,75.9,350.0,4.0,0.0,886.8,1047.2,0.5,-8.3,-4.7
2017-10-09 15:00:00,78.8,120.0,1.0,0.0,886.9,1047.7,0.1,-8.5,-5.4
2017-10-09 18:00:00,81.0,100.0,1.0,0.0,885.5,1047.2,1.4,-9.8,-7.1
2017-10-09 21:00:00,78.4,100.0,1.0,0.0,884.4,1046.2,1.1,-10.9,-7.8
2017-10-10 00:00:00,77.1,110.0,2.0,0.0,883.7,1045.6,0.7,-11.2,-7.9
2017-10-10 03:00:00,52.9,0.0,0.0,0.0,882.5,1040.5,1.2,-10.5,-2.2
2017-10-10 06:00:00,37.2,250.0,2.0,0.0,880.1,1036.3,2.4,-12.9,0.0
2017-10-10 09:00:00,42.9,330.0,2.0,0.0,878.6,1034.6,1.5,-11.3,-0.2
2017-10-10 12:00:00,59.0,70.0,1.0,0.0,878.1,1035.7,0.5,-9.7,-2.8
2017-10-10 15:00:00,63.9,100.0,1.0,0.0,878.0,1036.4,0.1,-10.0,-4.2
2017-10-10 18:00:00,72.9,0.0,0.0,0.0,877.6,1036.6,0.4,-9.3,-5.2
2017-10-10 21:00:00,77.9,0.0,0.0,0.0,877.3,1037.2,0.3,-9.9,-6.7
2017-10-11 00:00:00,76.1,80.0,1.0,0.0,877.7,1037.6,0.4,-10.1,-6.6
2017-10-11 03:00:00,56.0,290.0,1.0,0.0,877.6,1034.5,0.1,-9.5,-1.9
2017-10-11 06:00:00,43.0,260.0,2.0,0.0,875.7,1030.9,1.9,-10.8,0.3
2017-10-11 09:00:00,34.9,340.0,1.0,0.0,874.6,1029.6,1.1,-13.3,0.4
2017-10-11 12:00:00,56.9,0.0,0.0,0.0,873.9,1030.1,0.7,-9.2,-1.8
2017-10-11 15:00:00,62.1,80.0,3.0,0.0,873.1,1030.2,0.8,-9.7,-3.5
2017-10-11 18:00:00,69.1,100.0,1.0,0.0,871.6,1029.2,1.5,-9.5,-4.7
2017-10-11 21:00:00,76.8,0.0,0.0,0.0,870.5,1028.9,1.1,-9.7,-6.3
2017-10-12 00:00:00,81.1,0.0,0.0,0.0,870.3,1028.9,0.2,-9.3,-6.6
2017-10-12 03:00:00,51.1,210.0,2.0,0.0,869.9,1025.1,0.4,-10.2,-1.4
2017-10-12 06:00:00,34.0,290.0,5.0,0.0,868.9,1022.6,1.0,-13.3,0.8
2017-10-12 09:00:00,40.2,290.0,2.0,0.0,869.0,1022.6,0.1,-11.1,0.9
2017-10-12 12:00:00,59.0,350.0,1.0,0.0,870.2,1026.3,1.2,-9.6,-2.7
2017-10-12 15:00:00,72.9,0.0,0.0,0.0,871.6,1029.5,1.4,-9.3,-5.2
2017-10-12 18:00:00,77.3,0.0,0.0,0.0,872.4,1031.6,0.8,-10.2,-6.9
2017-10-12 21:00:00,73.0,120.0,2.0,0.0,872.9,1032.7,0.5,-11.7,-7.7
2017-10-13 00:00:00,70.2,210.0,2.0,0.0,873.8,1033.4,0.9,-11.7,-7.2
2017-10-13 03:00:00,46.9,80.0,1.0,0.0,874.4,1030.3,0.6,-11.1,-1.2
2017-10-13 06:00:00,39.0,240.0,2.0,0.0,873.0,1026.7,1.4,-10.5,2.0
2017-10-13 09:00:00,59.2,230.0,3.0,0.0,873.2,1028.2,0.2,-7.0,0.0
2017-10-13 12:00:00,77.9,350.0,1.0,0.0,874.4,1031.6,1.2,-6.5,-3.2
2017-10-13 15:00:00,75.9,50.0,1.0,0.0,875.3,1033.4,0.9,-8.1,-4.5
2017-10-13 18:00:00,76.9,90.0,1.0,0.0,875.2,1034.1,0.1,-9.1,-5.7
2017-10-13 21:00:00,79.9,10.0,1.0,0.0,875.2,1034.5,0.0,-9.2,-6.3
2017-10-14 00:00:00,80.0,30.0,1.0,0.0,875.8,1034.7,0.6,-8.4,-5.5
2017-10-14 03:00:00,64.3,0.0,0.0,0.0,876.3,1033.5,0.5,-8.6,-2.8
2017-10-14 06:00:00,46.1,290.0,3.0,0.0,875.3,1030.7,1.0,-10.3,-0.1
2017-10-14 09:00:00,42.1,320.0,2.0,0.0,874.9,1030.5,0.4,-11.9,-0.6
2017-10-14 12:00:00,59.2,0.0,0.0,0.0,875.6,1033.4,0.7,-10.6,-3.8
2017-10-14 15:00:00,60.2,80.0,2.0,0.0,876.6,1035.6,1.0,-12.0,-5.5
2017-10-14 18:00:00,69.1,0.0,0.0,0.0,877.4,1037.7,0.8,-11.9,-7.2
2017-10-14 21:00:00,71.2,80.0,1.0,0.0,877.7,1038.3,0.3,-11.9,-7.6
2017-10-15 00:00:00,70.1,70.0,2.0,0.0,879.3,1040.1,1.6,-12.0,-7.5
2017-10-15 03:00:00,48.0,170.0,1.0,0.0,880.2,1038.0,0.9,-12.0,-2.5
2017-10-15 06:00:00,31.9,260.0,2.0,0.0,879.3,1034.1,0.9,-13.0,2.0
2017-10-15 09:00:00,29.0,230.0,2.0,0.0,878.5,1033.0,0.8,-14.0,2.2
2017-10-15 12:00:00,50.8,0.0,0.0,0.0,879.0,1036.4,0.5,-11.1,-2.3
2017-10-15 15:00:00,56.9,120.0,2.0,0.0,879.4,1037.8,0.4,-11.0,-3.7
2017-10-15 18:00:00,60.2,110.0,3.0,0.0,878.9,1038.2,0.5,-11.7,-5.2
2017-10-15 21:00:00,64.9,120.0,2.0,0.0,877.8,1037.8,1.1,-12.2,-6.7
2017-10-16 00:00:00,61.9,100.0,2.0,0.0,878.0,1037.8,0.2,-12.4,-6.3
2017-10-16 03:00:00,33.0,110.0,2.0,0.0,877.7,1032.6,0.3,-13.1,1.4
2017-10-16 06:00:00,19.0,110.0,1.0,0.0,877.5,1028.2,0.2,-14.2,8.0
2017-10-16 09:00:00,13.9,110.0,1.0,0.0,875.8,1025.0,1.7,-16.3,10.1
2017-10-16 12:00:00,38.2,110.0,2.0,0.0,875.0,1028.3,0.8,-9.7,3.2
2017-10-16 15:00:00,47.0,120.0,2.0,0.0,875.4,1030.6,0.4,-9.7,0.3
2017-10-16 18:00:00,54.0,100.0,1.0,0.0,874.8,1031.0,0.6,-9.7,-1.6
2017-10-16 21:00:00,60.2,100.0,3.0,0.0,874.2,1031.4,0.6,-9.9,-3.3
2017-10-17 00:00:00,58.0,120.0,3.0,0.0,874.2,1031.2,0.0,-10.1,-3.0
2017-10-17 03:00:00,26.0,80.0,3.0,0.0,873.4,1024.7,0.8,-11.9,6.2
2017-10-17 06:00:00,19.0,290.0,2.0,0.0,871.7,1020.0,1.7,-11.9,10.8
2017-10-17 09:00:00,21.0,0.0,0.0,0.0,871.0,1019.0,0.7,-10.3,11.2
2017-10-17 12:00:00,39.9,0.0,0.0,0.0,872.2,1024.6,1.2,-8.4,4.0
2017-10-17 15:00:00,51.1,70.0,2.0,0.0,873.0,1027.1,0.8,-7.7,1.3
2017-10-17 18:00:00,63.2,60.0,1.0,0.0,872.5,1028.0,0.5,-7.4,-1.3
2017-10-17 21:00:00,66.0,0.0,0.0,0.0,872.8,1028.9,0.3,-7.5,-2.0
2017-10-18 00:00:00,60.8,120.0,2.0,0.0,873.4,1029.0,0.6,-7.6,-1.0
2017-10-18 03:00:00,37.0,130.0,2.0,0.0,873.8,1025.8,0.4,-8.2,5.3
2017-10-18 06:00:00,26.0,270.0,2.0,0.0,872.6,1021.1,1.2,-8.0,10.7
2017-10-18 09:00:00,30.0,330.0,3.0,0.0,871.8,1020.8,0.8,-7.1,9.6
2017-10-18 12:00:00,48.2,0.0,0.0,0.0,872.5,1024.7,0.7,-5.6,4.4
2017-10-18 15:00:00,59.1,110.0,2.0,0.0,872.3,1026.2,0.2,-5.7,1.4
2017-10-18 18:00:00,61.2,110.0,2.0,0.0,871.2,1025.5,1.1,-6.1,0.5
2017-10-18 21:00:00,68.2,110.0,3.0,0.0,870.2,1025.4,1.0,-6.3,-1.2
2017-10-19 00:00:00,65.2,100.0,3.0,0.0,869.8,1024.6,0.4,-6.5,-0.8
2017-10-19 03:00:00,42.9,100.0,3.0,0.0,869.2,1020.8,0.6,-7.1,4.4
2017-10-19 06:00:00,27.1,0.0,0.0,0.0,867.8,1015.9,1.7,-8.0,10.1
2017-10-19 09:00:00,29.0,300.0,2.0,0.0,867.3,1015.3,0.5,-7.2,10.0
2017-10-19 12:00:00,42.1,230.0,2.0,0.0,868.7,1019.3,1.4,-6.0,5.9
2017-10-19 15:00:00,57.0,0.0,0.0,0.0,870.5,1023.0,1.8,-4.5,3.2
2017-10-19 18:00:00,70.1,0.0,0.0,0.0,871.5,1026.1,1.0,-4.7,0.1
2017-10-19 21:00:00,78.1,0.0,0.0,0.0,872.4,1028.3,0.9,-5.1,-1.8
2017-10-20 00:00:00,81.1,0.0,0.0,0.0,873.5,1029.7,1.1,-4.8,-2.0
2017-10-20 03:00:00,52.0,240.0,1.0,0.0,873.6,1025.9,0.1,-4.5,4.5
2017-10-20 06:00:00,35.9,200.0,3.0,0.0,872.4,1022.4,1.2,-6.1,8.1
2017-10-20 09:00:00,35.9,260.0,1.0,0.0,871.8,1022.1,0.6,-6.8,7.3
2017-10-20 12:00:00,52.9,0.0,0.0,0.0,871.7,1024.3,0.1,-5.2,3.5
2017-10-20 15:00:00,52.2,120.0,2.0,0.0,871.7,1024.0,0.0,-5.0,3.9
2017-10-20 18:00:00,80.1,0.0,0.0,0.0,871.6,1024.3,0.1,0.1,3.2
2017-10-20 21:00:00,95.8,60.0,2.0,0.0,871.3,1025.2,0.3,0.6,1.2
2017-10-21 00:00:00,95.8,100.0,1.0,10.0,871.7,1025.3,0.4,1.1,1.7
2017-10-21 03:00:00,97.2,0.0,0.0,0.0,872.7,1026.1,1.0,2.0,2.4
2017-10-21 06:00:00,86.9,160.0,1.0,0.0,872.7,1024.4,0.0,3.2,5.2
2017-10-21 09:00:00,73.1,10.0,4.0,0.0,873.6,1025.7,0.9,0.4,4.8
2017-10-21 12:00:00,84.0,0.0,2.0,2.0,875.1,1029.5,1.5,-1.0,1.4
2017-10-21 15:00:00,90.9,0.0,0.0,0.0,875.8,1031.5,0.7,-1.8,-0.5
2017-10-21 18:00:00,92.9,60.0,1.0,0.0,876.2,1032.6,0.4,-2.4,-1.4
2017-10-21 21:00:00,90.1,80.0,1.0,0.0,876.5,1033.7,0.3,-4.1,-2.7
2017-10-22 00:00:00,81.8,0.0,0.0,0.0,877.0,1033.7,0.5,-4.5,-1.8
2017-10-22 03:00:00,65.1,110.0,3.0,0.0,877.1,1031.0,0.1,-3.0,2.9
2017-10-22 06:00:00,51.0,110.0,3.0,0.0,875.4,1026.1,1.7,-1.7,7.8
2017-10-22 09:00:00,43.1,120.0,2.0,0.0,874.1,1023.7,1.3,-2.6,9.3
2017-10-22 12:00:00,43.1,40.0,3.0,0.0,874.0,1025.5,0.1,-5.6,6.0
2017-10-22 15:00:00,43.1,80.0,2.0,0.0,873.9,1026.1,0.1,-6.7,4.8
2017-10-22 18:00:00,55.0,20.0,2.0,0.0,873.7,1027.4,0.2,-5.9,2.2
2017-10-22 21:00:00,58.2,110.0,2.0,0.0,872.6,1026.6,1.1,-5.9,1.4
2017-10-23 00:00:00,50.9,80.0,2.0,0.0,871.8,1025.2,0.8,-7.0,2.1
2017-10-23 03:00:00,38.2,170.0,2.0,0.0,871.8,1022.8,0.0,-7.0,6.2
2017-10-23 06:00:00,30.0,190.0,1.0,0.0,870.4,1019.4,1.4,-7.4,9.3
2017-10-23 09:00:00,31.0,0.0,0.0,0.0,869.8,1018.0,0.6,-6.0,10.4
2017-10-23 12:00:00,58.0,0.0,0.0,0.0,870.6,1022.8,0.8,-3.7,3.8
2017-10-23 15:00:00,67.1,0.0,0.0,0.0,871.4,1025.5,0.8,-4.6,0.8
2017-10-23 18:00:00,64.0,0.0,0.0,0.0,872.0,1026.6,0.6,-5.8,0.2
2017-10-23 21:00:00,65.8,80.0,2.0,0.0,872.5,1027.6,0.5,-6.1,-0.5
2017-10-24 00:00:00,67.3,120.0,2.0,0.0,873.8,1029.3,1.3,-6.0,-0.7
2017-10-24 03:00:00,50.1,110.0,1.0,0.0,875.0,1027.5,1.2,-5.0,4.5
2017-10-24 06:00:00,36.9,280.0,1.0,0.0,874.0,1023.3,1.0,-4.3,9.7
2017-10-24 09:00:00,35.1,330.0,2.0,0.0,873.8,1022.9,0.2,-4.7,10.0
2017-10-24 12:00:00,60.2,0.0,0.0,0.0,875.1,1028.1,1.3,-3.3,3.7
2017-10-24 15:00:00,58.8,80.0,2.0,0.0,875.6,1029.8,0.5,-5.2,2.0
2017-10-24 18:00:00,73.1,90.0,2.0,0.0,875.4,1031.3,0.2,-5.1,-0.9
2017-10-24 21:00:00,69.9,140.0,2.0,0.0,874.2,1029.9,1.2,-5.7,-0.9
2017-10-25 00:00:00,68.8,90.0,2.0,0.0,873.8,1029.4,0.4,-5.8,-0.8
2017-10-25 03:00:00,48.2,140.0,2.0,0.0,873.0,1025.1,0.8,-5.4,4.6
2017-10-25 06:00:00,31.1,280.0,2.0,0.0,870.8,1019.0,2.2,-5.7,10.7
2017-10-25 09:00:00,31.0,280.0,1.0,0.0,869.4,1017.9,1.4,-6.5,9.8
2017-10-25 12:00:00,50.1,0.0,0.0,0.0,869.4,1020.9,0.0,-4.8,4.7
2017-10-25 15:00:00,60.1,60.0,1.0,0.0,869.1,1022.2,0.3,-5.1,1.8
2017-10-25 18:00:00,68.9,0.0,0.0,0.0,867.8,1022.0,1.3,-5.3,-0.3
2017-10-25 21:00:00,67.3,100.0,2.0,0.0,866.7,1020.9,1.1,-6.0,-0.7
2017-10-26 00:00:00,67.2,110.0,3.0,0.0,866.1,1020.4,0.6,-6.3,-1.0
2017-10-26 03:00:00,42.2,110.0,3.0,0.0,865.1,1015.5,1.0,-6.6,5.2
2017-10-26 06:00:00,25.9,120.0,4.0,0.0,862.3,1008.6,2.8,-7.3,11.6
2017-10-26 09:00:00,27.9,0.0,0.0,0.0,860.6,1006.6,1.7,-6.4,11.5
2017-10-26 12:00:00,34.9,320.0,1.0,0.0,860.2,1008.4,0.4,-7.0,7.5
2017-10-26 15:00:00,52.1,0.0,0.0,0.0,860.1,1010.6,0.1,-5.3,3.6
2017-10-26 18:00:00,71.0,30.0,2.0,0.0,862.2,1014.0,2.1,-2.7,2.0
2017-10-26 21:00:00,90.9,330.0,4.0,0.0,863.7,1017.6,1.5,-2.4,-1.1
2017-10-27 00:00:00,80.9,350.0,5.0,0.0,865.6,1021.2,1.9,-6.1,-3.3
2017-10-27 03:00:00,70.2,350.0,5.0,0.0,868.1,1025.1,2.5,-9.3,-4.7
2017-10-27 06:00:00,71.0,280.0,6.0,0.0,870.4,1028.7,2.3,-10.5,-6.1
2017-10-27 09:00:00,64.9,350.0,3.0,0.0,874.1,1033.4,3.7,-12.1,-6.6
2017-10-27 12:00:00,69.0,290.0,3.0,0.0,876.8,1037.0,2.7,-12.0,-7.3
2017-10-27 15:00:00,72.9,250.0,3.0,0.0,877.9,1038.7,1.1,-11.9,-7.9
2017-10-27 18:00:00,72.1,0.0,0.0,0.0,879.3,1041.0,1.4,-13.0,-8.9
2017-10-27 21:00:00,73.2,300.0,1.0,0.0,880.8,1043.3,1.5,-13.5,-9.6
2017-10-28 00:00:00,77.3,300.0,1.0,0.0,882.1,1045.4,1.3,-13.6,-10.4
2017-10-28 03:00:00,51.1,260.0,4.0,0.0,883.2,1043.6,1.1,-14.2,-5.7
2017-10-28 06:00:00,43.0,280.0,5.0,0.0,883.0,1041.6,0.2,-13.9,-3.1
2017-10-28 09:00:00,44.0,320.0,3.0,0.0,882.9,1041.7,0.1,-13.8,-3.3
2017-10-28 12:00:00,61.0,350.0,1.0,0.0,883.8,1044.5,0.9,-12.3,-6.0
2017-10-28 15:00:00,65.2,0.0,0.0,0.0,883.8,1045.4,0.0,-12.9,-7.5
2017-10-28 18:00:00,68.8,0.0,0.0,0.0,883.3,1045.6,0.5,-13.3,-8.6
2017-10-28 21:00:00,71.9,110.0,3.0,0.0,882.6,1045.6,0.7,-13.9,-9.8
2017-10-29 00:00:00,74.2,0.0,0.0,0.0,882.0,1045.4,0.6,-14.3,-10.6
2017-10-29 03:00:00,46.9,140.0,1.0,0.0,880.7,1039.3,1.3,-13.4,-3.7
2017-10-29 06:00:00,27.1,210.0,1.0,0.0,877.9,1032.1,2.8,-14.5,2.6
2017-10-29 09:00:00,25.1,110.0,1.0,0.0,875.6,1028.2,2.3,-13.7,4.6
2017-10-29 12:00:00,19.0,230.0,3.0,0.0,875.2,1029.5,0.4,-19.5,1.7
2017-10-29 15:00:00,46.1,0.0,0.0,0.0,874.0,1031.4,1.2,-13.6,-3.7
2017-10-29 18:00:00,55.1,0.0,0.0,0.0,872.4,1031.5,1.6,-14.3,-6.8
2017-10-29 21:00:00,47.9,100.0,2.0,0.0,871.1,1029.9,1.3,-15.9,-6.7
2017-10-30 00:00:00,60.0,0.0,0.0,0.0,870.8,1030.5,0.3,-14.5,-8.1
2017-10-30 03:00:00,32.9,230.0,1.0,0.0,870.2,1025.7,0.6,-16.0,-1.8
2017-10-30 06:00:00,19.9,250.0,4.0,0.0,868.4,1020.0,1.8,-16.9,4.1
2017-10-30 09:00:00,26.9,290.0,1.0,0.0,867.6,1018.9,0.8,-13.0,4.4
2017-10-30 12:00:00,48.2,0.0,0.0,0.0,867.7,1022.0,0.1,-10.2,-0.6
2017-10-30 15:00:00,53.1,0.0,0.0,0.0,867.3,1022.1,0.4,-9.8,-1.5
2017-10-30 18:00:00,56.1,0.0,0.0,0.0,866.9,1021.8,0.4,-9.4,-1.8
2017-10-30 21:00:00,52.9,0.0,0.0,0.0,866.1,1021.3,0.8,-10.7,-2.4
2017-10-31 00:00:00,69.2,0.0,0.0,0.0,866.8,1023.2,0.7,-9.0,-4.2
2017-10-31 03:00:00,61.2,310.0,3.0,0.0,867.3,1021.0,0.5,-6.3,0.3
2017-10-31 06:00:00,57.8,350.0,6.0,0.0,867.9,1022.0,0.6,-7.4,-0.1
2017-10-31 09:00:00,62.9,320.0,3.0,0.0,869.9,1025.8,2.0,-8.5,-2.4
2017-10-31 12:00:00,72.9,40.0,1.0,0.0,870.3,1027.9,0.4,-9.2,-5.1
2017-10-31 15:00:00,79.2,0.0,0.0,0.0,869.9,1028.3,0.4,-9.4,-6.4
2017-10-31 18:00:00,80.9,0.0,0.0,0.0,869.8,1029.1,0.1,-10.5,-7.8
2017-10-31 21:00:00,74.2,100.0,1.0,0.0,868.9,1027.7,0.9,-11.1,-7.3
2017-11-01 00:00:00,74.8,80.0,4.0,0.0,869.2,1028.2,0.3,-11.2,-7.5
2017-11-01 03:00:00,61.1,150.0,2.0,0.0,869.1,1025.7,0.1,-10.2,-3.8
