,air_conditioners_1,air_conditioners_2,alternating_current_motors,aluminum_alloy,aluminum_oxide,aluminum_products,beer,bullet_trains,cars,caustic_soda,cement,cement_equipment,chemical_fertilizers_manufactured,chemical_fiber,chemical_medicine,chemical_pesticides,cloth,cold_rolled_steel_plate,color_television_sets,copper_products,corrugated_steel_bar,crude_iron_ore,crude_steel,electrical_instrument,electrolyzed_aluminum,electronic_computers,elevators_escalators_and_lifts,engines,equipment_for_feed_production,equipment_for_mobile_communication_base_stations,equipment_for_packaging,equipment_for_prevention_and_control_of_atmospheric_pollution,ethylene,excavators,feed,ferroalloy,fresh_and_frozen_meat,home_refrigerators,home_washing_machines,industrial_boilers,insulating_glass,integrated_circuits,laminated_glass,large_tractors,lead,liquior,lithium_ion_batteries,machine_made_paper_and_paperboards,medium_tractors,medium_wide_steel_belt,metal_containers,metal_cutting_tools,metal_forming_machine_tools,metal_smelting_equipment,micro_computer_equipment,milk_products,mobile_telephones,motor_vehicles,optic_cable,optoelectronic_devices,phosphate_ore,photovoltaic_cells,pig_iron,plain_glass,plastic_products,portable_electric_devices,power_generation_equipment,primary_plastic,railway_locomotives,refined_copper,refined_edible_vegetable_oil,refined_sugar,rolled_steel,salt,silk_and_woven_fabric,small_tractors,soda_ash,soft_drinks,steel_ships_for_civil_use,sulfuric_acid,suv,synthetic_detergents,synthetic_fiber,synthetic_rubber,ten_kinds_of_nonferrous_metals,tires,tobaccos,toughened_glass,traditional_chinese_medicine,trucks,welded_steel_pipe,wine,wire_rod,xerox_and_hectograph_printing_equipment,yarn,zinc,Output of Asphalt Current Period(10000 tons),Output of Coal Current Period(10000 tons),Output of Coalbed Gas Current Period(100 million cu.m),Output of Coke Current Period(10000 tons),Output of Crude oil Current Period(10000 tons),Output of Diesel Oil Current Period(10000 tons),Output of Electricity Current Period(100 million kwh),Output of Fuel Oil Current Period(10000 tons),Output of Gasoline Current Period(10000 tons),Output of Kerosene Current Period(10000 tons),Output of LNG Current Period(10000 tons),Output of LPG Current Period(10000 tons),Output of Naphtha Current Period(10000 tons),Output of Natural Gas Current Period(100 million cu.m),Output of Petroleum Coke Current Period(10000 tons),Output of Processing Volume of Crude oil Current Period(10000 tons),Output of Thermal Power Current Period(100 million kwh),Passenger Traffic Current Period(10000 persons),Passenger Traffic of Railways Current Period(10000 persons),Passenger Traffic of Highways Current Period(10000 persons),Passenger Traffic of Waterways Current Period(10000 persons),Freight Traffic Current Period(10000 tons),Freight Traffic of Railways Current Period(10000 tons),Freight Traffic of Highways Current Period(10000 tons),Freight Traffic of Waterways Current Period(10000 tons),Manufacturing Purchasing Managers'' Index(%),cn_a50,cn_szse,cn_sha
2020-03-12,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,13405.1,10941.01,2923.49
2020-03-13,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,13192.21,10831.12,2887.43
2020-03-14,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,13192.21,10831.12,2887.43
2020-03-15,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,13192.21,10831.12,2887.43
2020-03-16,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12694.34,10253.28,2789.25
2020-03-17,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12601.23,10202.75,2779.64
2020-03-18,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12316.12,10029.57,2728.76
2020-03-19,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12006.44,10019.86,2702.13
2020-03-20,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12309.49,10150.13,2745.62
2020-03-21,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12309.49,10150.13,2745.62
2020-03-22,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12309.49,10150.13,2745.62
2020-03-23,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,11959.72,9691.53,2660.17
2020-03-24,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12322.68,9921.68,2722.44
2020-03-25,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12661.65,10241.08,2781.59
2020-03-26,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12608.23,10155.36,2764.91
2020-03-27,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12666.99,10109.91,2772.2
2020-03-28,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12666.99,10109.91,2772.2
2020-03-29,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12666.99,10109.91,2772.2
2020-03-30,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12597.61,9904.95,2747.21
2020-03-31,235.2,1940.3,2585.8,72.7,588.1,461.5,238.5,268.0,54.6,300.4,14784.7,36384.3,506.9,490.0,24.8,22.8,32.8,321.4,1818.4,179.9,1901.5,7475.7,7897.5,2047.8,296.9,3144.5,8.9,20060.6,31316.0,79.9,22311.0,24256.0,173.4,31101.0,2113.7,300.0,200.1,726.6,640.0,44933.0,942.9,212.1,728.9,6947.0,46.7,65.8,133436.5,1045.6,34212.0,1317.2,687.1,3.6,1.8,49650.0,2894.6,195.1,11804.2,146.1,2311.2,925.7,545.4,1287.1,6697.2,7833.3,784.5,1744.2,1044.2,839.0,77.0,77.1,418.1,164.0,9888.0,329.2,3854.2,1.5,230.5,1384.2,151.8,657.0,47.9,100.0,448.3,57.3,482.8,7140.4,2242.1,3956.1,18.6,31.3,479.4,2.2,1152.0,22.0,215.0,48.9,418.1,33726.0,7.9,3803.3,1656.3,1238.0,5525.1,242.2,943.0,288.0,101.6,346.3,327.5,168.6,220.4,5003.7,3894.0,38573.0,7495.0,29007.0,557.0,325647.0,35189.0,235348.0,55061.0,52.0,12614.82,9962.3,2750.3
2020-04-01,246.7,1915.9,2629.4,82.3,606.7,528.4,310.3,40.0,78.2,286.4,22346.9,30559.8,495.9,519.2,25.3,21.0,31.9,335.6,1478.0,185.4,2111.6,7437.9,8503.3,2333.8,296.7,3325.1,11.0,25201.3,17425.0,132.8,20496.0,27823.0,167.5,43622.0,2244.6,274.5,200.8,701.5,555.7,25195.7,1084.3,219.5,751.7,7980.0,48.9,60.4,142462.8,1046.6,33759.0,1297.3,677.6,3.9,2.1,57307.1,3105.4,221.4,10863.6,210.0,2673.1,814.0,757.3,1180.6,7202.1,7479.5,611.8,1972.1,887.7,828.1,67.0,81.9,470.8,60.6,10701.2,379.8,3117.5,1.7,235.4,1402.1,311.1,719.2,68.8,93.9,478.2,59.0,492.7,6661.2,1806.2,4063.9,18.0,44.0,568.4,3.3,1293.7,22.4,215.7,51.7,485.7,32212.1,7.9,3855.2,1587.5,1338.6,5542.7,308.7,1004.0,242.4,113.5,377.6,336.7,161.4,240.7,5385.0,3978.8,57320.0,11160.0,43603.0,886.0,384525.0,32723.0,290543.0,61210.0,50.8,12588.24,9951.84,2734.52
2020-04-02,246.7,1915.9,2629.4,82.3,606.7,528.4,310.3,40.0,78.2,286.4,22346.9,30559.8,495.9,519.2,25.3,21.0,31.9,335.6,1478.0,185.4,2111.6,7437.9,8503.3,2333.8,296.7,3325.1,11.0,25201.3,17425.0,132.8,20496.0,27823.0,167.5,43622.0,2244.6,274.5,200.8,701.5,555.7,25195.7,1084.3,219.5,751.7,7980.0,48.9,60.4,142462.8,1046.6,33759.0,1297.3,677.6,3.9,2.1,57307.1,3105.4,221.4,10863.6,210.0,2673.1,814.0,757.3,1180.6,7202.1,7479.5,611.8,1972.1,887.7,828.1,67.0,81.9,470.8,60.6,10701.2,379.8,3117.5,1.7,235.4,1402.1,311.1,719.2,68.8,93.9,478.2,59.0,492.7,6661.2,1806.2,4063.9,18.0,44.0,568.4,3.3,1293.7,22.4,215.7,51.7,485.7,32212.1,7.9,3855.2,1587.5,1338.6,5542.7,308.7,1004.0,242.4,113.5,377.6,336.7,161.4,240.7,5385.0,3978.8,57320.0,11160.0,43603.0,886.0,384525.0,32723.0,290543.0,61210.0,50.8,12764.65,10179.2,2780.64
